DateTime , Elasped_Time(sec) , CH 5 , CH 6 , CH 7 , CH 8 , CH 8-2 , CH 8-3 , CH 9 , CH 10 
2020-05-07 01-17-27 ,301,97.6,141,0,-2634.4,818.42,478.53,0.53,0
2020-05-07 01-17-28 ,302,96.1,140.9,0,-2633.78,819.04,479.15,0.62,0
2020-05-07 01-17-29 ,303,93.4,140.9,0,-2632.57,820.25,480.36,1.21,0
2020-05-07 01-17-30 ,304,94.9,140.9,0,-2629.77,823.05,483.16,2.8,0
2020-05-07 01-17-31 ,305,95.1,140.9,0,-2628.59,824.23,484.34,1.18,0
2020-05-07 01-17-32 ,306,95.2,140.9,0,-2628.15,824.67,484.78,0.44,0
2020-05-07 01-17-33 ,307,94.9,140.9,0,-2624.63,828.19,488.3,3.52,0
2020-05-07 01-17-34 ,308,92,140.8,0,-2623,829.82,489.93,1.63,0
2020-05-07 01-17-35 ,309,92.6,140.7,0,-2622.67,830.15,490.26,0.33,0
2020-05-07 01-17-36 ,310,95.6,140.7,0,-2621.42,831.4,491.51,1.25,0
2020-05-07 01-17-37 ,311,99.3,140.7,0,-2619.85,832.97,493.08,1.57,0
2020-05-07 01-17-38 ,312,100.1,140.7,0,-2618.38,834.44,494.55,1.47,0
2020-05-07 01-17-39 ,313,97.3,140.8,0,-2616.43,836.39,496.5,1.95,0
2020-05-07 01-17-40 ,314,97.3,140.6,0,-2614.5,838.32,498.43,1.93,0
2020-05-07 01-17-41 ,315,98.8,140.6,0,-2612.22,840.6,500.71,2.28,0
2020-05-07 01-17-42 ,316,100.2,140.7,0,-2610.58,842.24,502.35,1.64,0
2020-05-07 01-17-43 ,317,99.9,140.7,0,-2608.87,843.95,504.06,1.71,0
2020-05-07 01-17-44 ,318,98.4,140.7,0,-2608.74,844.08,504.19,0.13,0
2020-05-07 01-17-45 ,319,97,140.7,0,-2608.54,844.28,504.39,0.2,0
2020-05-07 01-17-46 ,320,97.7,140.5,0,-2606.93,845.89,506,1.61,0
2020-05-07 01-17-47 ,321,98.9,140.4,0,-2605.23,847.59,507.7,1.7,0
2020-05-07 01-17-48 ,322,97.7,140.7,0,-2604.01,848.81,508.92,1.22,0
2020-05-07 01-17-49 ,323,96.9,140.6,0,-2601.87,850.95,511.06,2.14,0
2020-05-07 01-17-50 ,324,94.9,140.6,0,-2599.91,852.91,513.02,1.96,0
2020-05-07 01-17-51 ,325,96.3,140.5,0,-2598.46,854.36,514.47,1.45,0
2020-05-07 01-17-52 ,326,96.5,140.6,0,-2595.77,857.05,517.16,2.69,0
2020-05-07 01-17-53 ,327,95.3,140.7,0,-2595.04,857.78,517.89,0.73,0
2020-05-07 01-17-54 ,328,96.2,140.5,0,-2593.3,859.52,519.63,1.74,0
2020-05-07 01-17-55 ,329,95.6,140.5,0,-2591.2,861.62,521.73,2.1,0
2020-05-07 01-17-56 ,330,94.8,140.4,0,-2591.06,861.76,521.87,0.14,0
2020-05-07 01-17-57 ,331,96,140.3,0,-2589.31,863.51,523.62,1.75,0
2020-05-07 01-17-58 ,332,96.1,140.4,0,-2587.96,864.86,524.97,1.35,0
2020-05-07 01-17-59 ,333,94.9,140.5,0,-2586.36,866.46,526.57,1.6,0
2020-05-07 01-18-00 ,334,93.5,140.2,0,-2583.35,869.47,529.58,3.01,0
2020-05-07 01-18-01 ,335,96,140.1,0,-2581.87,870.95,531.06,1.48,0
2020-05-07 01-18-02 ,336,98.7,140.1,0,-2580.06,872.76,532.87,1.81,0
2020-05-07 01-18-03 ,337,99.5,140.2,0,-2579.53,873.29,533.4,0.53,0
2020-05-07 01-18-04 ,338,97.8,140.2,0,-2576.73,876.09,536.2,2.8,0
2020-05-07 01-18-05 ,339,96.9,140.2,0,-2575.31,877.51,537.62,1.42,0
2020-05-07 01-18-06 ,340,96.2,140.1,0,-2575.18,877.64,537.75,0.13,0
2020-05-07 01-18-07 ,341,96.5,140.2,0,-2573.43,879.39,539.5,1.75,0
2020-05-07 01-18-08 ,342,97.6,140.2,0,-2572.16,880.66,540.77,1.27,0
2020-05-07 01-18-09 ,343,98.3,140.3,0,-2570.18,882.64,542.75,1.98,0
2020-05-07 01-18-10 ,344,96.5,140.1,0,-2568.85,883.97,544.08,1.33,0
2020-05-07 01-18-11 ,345,96.5,140,0,-2567.17,885.65,545.76,1.68,0
2020-05-07 01-18-12 ,346,95.8,140,0,-2565.57,887.25,547.36,1.6,0
2020-05-07 01-18-13 ,347,96.6,139.9,0,-2563.88,888.94,549.05,1.69,0
2020-05-07 01-18-14 ,348,96.9,139.9,0,-2562.3,890.52,550.63,1.58,0
2020-05-07 01-18-15 ,349,95.4,139.6,0,-2560.18,892.64,552.75,2.12,0
2020-05-07 01-18-16 ,350,94.8,140.7,0,-2558.87,893.95,554.06,1.31,0
2020-05-07 01-18-17 ,351,94.9,141.1,0,-2556.71,896.11,556.22,2.16,0
2020-05-07 01-18-18 ,352,96.3,141.1,0,-2554.1,898.72,558.83,2.61,0
2020-05-07 01-18-19 ,353,96.8,141.2,0,-2552.86,899.96,560.07,1.24,0
2020-05-07 01-18-20 ,354,99,141.1,0,-2550.24,902.58,562.69,2.62,0
2020-05-07 01-18-21 ,355,101.3,140.8,0,-2547.14,905.68,565.79,3.1,0
2020-05-07 01-18-22 ,356,101.9,140.8,0,-2544.26,908.56,568.67,2.88,0
2020-05-07 01-18-23 ,357,101.9,140.9,0,-2541.46,911.36,571.47,2.8,0
2020-05-07 01-18-24 ,358,102.6,140.9,0,-2539.41,913.41,573.52,2.05,0
2020-05-07 01-18-25 ,359,100.2,141.4,0,-2536.69,916.13,576.24,2.72,0
2020-05-07 01-18-26 ,360,97.2,141.3,0,-2534.53,918.29,578.4,2.16,0
2020-05-07 01-18-27 ,361,95.9,141.2,0,-2532.18,920.64,580.75,2.35,0
2020-05-07 01-18-28 ,362,95.4,141.3,0,-2530.53,922.29,582.4,1.65,0
2020-05-07 01-18-29 ,363,96.2,141.3,0,-2528.93,923.89,584,1.6,0
2020-05-07 01-18-30 ,364,96,141.6,0,-2527.34,925.48,585.59,1.59,0
2020-05-07 01-18-31 ,365,94,141.5,0,-2526.05,926.77,586.88,1.29,0
2020-05-07 01-18-32 ,366,93.8,141.4,0,-2524.12,928.7,588.81,1.93,0
2020-05-07 01-18-33 ,367,93.2,141.6,0,-2522.93,929.89,590,1.19,0
2020-05-07 01-18-34 ,368,93.4,141.5,0,-2521.38,931.44,591.55,1.55,0
2020-05-07 01-18-35 ,369,96.6,141.5,0,-2519.99,932.83,592.94,1.39,0
2020-05-07 01-18-36 ,370,97.3,141.5,0,-2518.32,934.5,594.61,1.67,0
2020-05-07 01-18-37 ,371,97,141.4,0,-2517.46,935.36,595.47,0.86,0
2020-05-07 01-18-38 ,372,96,141.5,0,-2515.3,937.52,597.63,2.16,0
2020-05-07 01-18-39 ,373,98.3,141.3,0,-2512.76,940.06,600.17,2.54,0
2020-05-07 01-18-40 ,374,99.8,141.4,0,-2511.48,941.34,601.45,1.28,0
2020-05-07 01-18-41 ,375,97.3,141.3,0,-2510.05,942.77,602.88,1.43,0
2020-05-07 01-18-42 ,376,95.2,141.4,0,-2508.79,944.03,604.14,1.26,0
2020-05-07 01-18-43 ,377,95.9,141.2,0,-2506.95,945.87,605.98,1.84,0
2020-05-07 01-18-44 ,378,94.7,141.3,0,-2505.03,947.79,607.9,1.92,0
2020-05-07 01-18-45 ,379,96,141.3,0,-2504.38,948.44,608.55,0.65,0
2020-05-07 01-18-46 ,380,94.9,141.5,0,-2503.29,949.53,609.64,1.09,0
2020-05-07 01-18-47 ,381,92.6,141.2,0,-2502.09,950.73,610.84,1.2,0
2020-05-07 01-18-48 ,382,93.8,141.2,0,-2499.05,953.77,613.88,3.04,0
2020-05-07 01-18-49 ,383,92.4,141.3,0,-2498.35,954.47,614.58,0.7,0
2020-05-07 01-18-50 ,384,94.8,141,0,-2496.46,956.36,616.47,1.89,0
2020-05-07 01-18-51 ,385,100.2,141.2,0,-2494.99,957.83,617.94,1.47,0
2020-05-07 01-18-52 ,386,97.3,141.1,0,-2493.54,959.28,619.39,1.45,0
2020-05-07 01-18-53 ,387,97.9,141,0,-2491.5,961.32,621.43,2.04,0
2020-05-07 01-18-54 ,388,98.2,141.2,0,-2489.65,963.17,623.28,1.85,0
2020-05-07 01-18-55 ,389,98.7,141.1,0,-2488.77,964.05,624.16,0.88,0
2020-05-07 01-18-56 ,390,99.2,141.1,0,-2486.84,965.98,626.09,1.93,0
2020-05-07 01-18-57 ,391,97.3,141.2,0,-2485.53,967.29,627.4,1.31,0
2020-05-07 01-18-58 ,392,96.7,141.1,0,-2483.29,969.53,629.64,2.24,0
2020-05-07 01-18-59 ,393,97.1,141.2,0,-2482.68,970.14,630.25,0.61,0
2020-05-07 01-19-00 ,394,96.2,141.1,0,-2480.9,971.92,632.03,1.78,0
2020-05-07 01-19-01 ,395,96.5,141.1,0,-2479.99,972.83,632.94,0.91,0
2020-05-07 01-19-02 ,396,95.8,141.1,0,-2477.48,975.34,635.45,2.51,0
2020-05-07 01-19-03 ,397,93.7,140.9,0,-2476.04,976.78,636.89,1.44,0
2020-05-07 01-19-04 ,398,94.4,140.9,0,-2474.73,978.09,638.2,1.31,0
2020-05-07 01-19-05 ,399,94.3,140.9,0,-2472.13,980.69,640.8,2.6,0
2020-05-07 01-19-06 ,400,99.3,140.9,0,-2470.71,982.11,642.22,1.42,0
2020-05-07 01-19-07 ,401,100.5,140.8,0,-2469.26,983.56,643.67,1.45,0
2020-05-07 01-19-08 ,402,98.3,140.9,0,-2467.54,985.28,645.39,1.72,0
2020-05-07 01-19-09 ,403,99,140.7,0,-2465.25,987.57,647.68,2.29,0
2020-05-07 01-19-10 ,404,99,140.7,0,-2463.54,989.28,649.39,1.71,0
2020-05-07 01-19-11 ,405,99.1,140.7,0,-2462.05,990.77,650.88,1.49,0
2020-05-07 01-19-12 ,406,98.7,140.9,0,-2461.24,991.58,651.69,0.81,0
2020-05-07 01-19-13 ,407,96.3,140.7,0,-2459.17,993.65,653.76,2.07,0
2020-05-07 01-19-14 ,408,95.4,140.7,0,-2457.49,995.33,655.44,1.68,0
2020-05-07 01-19-15 ,409,96.7,140.6,0,-2454.95,997.87,657.98,2.54,0
2020-05-07 01-19-16 ,410,96.5,140.7,0,-2453.62,999.2,659.31,1.33,0
2020-05-07 01-19-17 ,411,95.9,140.7,0,-2452.72,1000.1,660.21,0.9,0
2020-05-07 01-19-18 ,412,94.2,140.4,0,-2450.35,1002.47,662.58,2.37,0
2020-05-07 01-19-19 ,413,99,140.4,0,-2448.96,1003.86,663.97,1.39,0
2020-05-07 01-19-20 ,414,99.7,140.4,0,-2447.6,1005.22,665.33,1.36,0
2020-05-07 01-19-21 ,415,99,140.6,0,-2446.4,1006.42,666.53,1.2,0
2020-05-07 01-19-22 ,416,99.6,140.5,0,-2444.44,1008.38,668.49,1.96,0
2020-05-07 01-19-23 ,417,97.6,140.4,0,-2442.74,1010.08,670.19,1.7,0
2020-05-07 01-19-24 ,418,96.7,140.3,0,-2441.71,1011.11,671.22,1.03,0
2020-05-07 01-19-25 ,419,96.5,140.5,0,-2440.37,1012.45,672.56,1.34,0
2020-05-07 01-19-26 ,420,96.2,140.4,0,-2438.9,1013.92,674.03,1.47,0
2020-05-07 01-19-27 ,421,96.2,140.4,0,-2437.05,1015.77,675.88,1.85,0
2020-05-07 01-19-28 ,422,95.1,140.4,0,-2434.73,1018.09,678.2,2.32,0
2020-05-07 01-19-29 ,423,93.1,140.4,0,-2433.96,1018.86,678.97,0.77,0
2020-05-07 01-19-30 ,424,93.6,140.3,0,-2432.45,1020.37,680.48,1.51,0
2020-05-07 01-19-31 ,425,93.7,140.2,0,-2430.03,1022.79,682.9,2.42,0
2020-05-07 01-19-32 ,426,94.7,140.1,0,-2429.93,1022.89,683,0.1,0
2020-05-07 01-19-33 ,427,98.1,140.3,0,-2428.08,1024.74,684.85,1.85,0
2020-05-07 01-19-34 ,428,96.9,140.2,0,-2426.04,1026.78,686.89,2.04,0
2020-05-07 01-19-35 ,429,97.2,140.2,0,-2423.46,1029.36,689.47,2.58,0
2020-05-07 01-19-36 ,430,97.4,140.3,0,-2422.23,1030.59,690.7,1.23,0
2020-05-07 01-19-37 ,431,97.1,140.1,0,-2420.79,1032.03,692.14,1.44,0
2020-05-07 01-19-38 ,432,97,140.3,0,-2419.51,1033.31,693.42,1.28,0
2020-05-07 01-19-39 ,433,96.1,140.2,0,-2418.14,1034.68,694.79,1.37,0
2020-05-07 01-19-40 ,434,94.4,140.2,0,-2416.59,1036.23,696.34,1.55,0
2020-05-07 01-19-41 ,435,95.1,140.2,0,-2413.99,1038.83,698.94,2.6,0
2020-05-07 01-19-42 ,436,94.9,140.1,0,-2412.47,1040.35,700.46,1.52,0
2020-05-07 01-19-43 ,437,93.7,140.1,0,-2410.75,1042.07,702.18,1.72,0
2020-05-07 01-19-44 ,438,93.2,139.9,0,-2409.47,1043.35,703.46,1.28,0
2020-05-07 01-19-45 ,439,92.9,139.8,0,-2408.6,1044.22,704.33,0.87,0
2020-05-07 01-19-46 ,440,95,139.7,0,-2406.34,1046.48,706.59,2.26,0
2020-05-07 01-19-47 ,441,98.9,140,0,-2404.6,1048.22,708.33,1.74,0
2020-05-07 01-19-48 ,442,98.3,141,0,-2403.05,1049.77,709.88,1.55,0
2020-05-07 01-19-49 ,443,97.4,141.2,0,-2401.5,1051.32,711.43,1.55,0
2020-05-07 01-19-50 ,444,96.7,141.3,0,-2399.95,1052.87,712.98,1.55,0
2020-05-07 01-19-51 ,445,95.5,141.5,0,-2398.55,1054.27,714.38,1.4,0
2020-05-07 01-19-52 ,446,97.4,141.4,0,-2397.13,1055.69,715.8,1.42,0
2020-05-07 01-19-53 ,447,96.2,141.6,0,-2395.26,1057.56,717.67,1.87,0
2020-05-07 01-19-54 ,448,95.1,141.5,0,-2393.8,1059.02,719.13,1.46,0
2020-05-07 01-19-55 ,449,94.5,141.4,0,-2391.14,1061.68,721.79,2.66,0
2020-05-07 01-19-56 ,450,94.7,141.5,0,-2389.31,1063.51,723.62,1.83,0
2020-05-07 01-19-57 ,451,94.7,141.5,0,-2387.33,1065.49,725.6,1.98,0
2020-05-07 01-19-58 ,452,96.9,141.4,0,-2385.28,1067.54,727.65,2.05,0
2020-05-07 01-19-59 ,453,98.4,141.6,0,-2384.12,1068.7,728.81,1.16,0
2020-05-07 01-20-00 ,454,98.2,141.4,0,-2382.54,1070.28,730.39,1.58,0
2020-05-07 01-20-01 ,455,99,141.5,0,-2381.24,1071.58,731.69,1.3,0
2020-05-07 01-20-02 ,456,99.3,141.5,0,-2379.56,1073.26,733.37,1.68,0
2020-05-07 01-20-03 ,457,98.2,141.4,0,-2377.69,1075.13,735.24,1.87,0
2020-05-07 01-20-04 ,458,97.8,141.6,0,-2376.39,1076.43,736.54,1.3,0
2020-05-07 01-20-05 ,459,95.4,141.5,0,-2375.32,1077.5,737.61,1.07,0
2020-05-07 01-20-06 ,460,95.4,141.5,0,-2373.6,1079.22,739.33,1.72,0
2020-05-07 01-20-07 ,461,95.4,141.4,0,-2371.79,1081.03,741.14,1.81,0
2020-05-07 01-20-08 ,462,95.2,141.5,0,-2369.96,1082.86,742.97,1.83,0
2020-05-07 01-20-09 ,463,95.2,141.5,0,-2368.72,1084.1,744.21,1.24,0
2020-05-07 01-20-10 ,464,94.6,141.6,0,-2366.71,1086.11,746.22,2.01,0
2020-05-07 01-20-11 ,465,97.8,141.4,0,-2364.28,1088.54,748.65,2.43,0
2020-05-07 01-20-12 ,466,98.4,141.5,0,-2362.79,1090.03,750.14,1.49,0
2020-05-07 01-20-13 ,467,99.1,141.4,0,-2360.66,1092.16,752.27,2.13,0
2020-05-07 01-20-14 ,468,98.6,141.5,0,-2359.57,1093.25,753.36,1.09,0
2020-05-07 01-20-15 ,469,96.9,141.5,0,-2358.19,1094.63,754.74,1.38,0
2020-05-07 01-20-16 ,470,95.6,141.3,0,-2355.43,1097.39,757.5,2.76,0
2020-05-07 01-20-17 ,471,97,141.3,0,-2354.21,1098.61,758.72,1.22,0
2020-05-07 01-20-18 ,472,95.4,141.5,0,-2352.9,1099.92,760.03,1.31,0
2020-05-07 01-20-19 ,473,96.9,141.5,0,-2350.6,1102.22,762.33,2.3,0
2020-05-07 01-20-20 ,474,94.9,141.6,0,-2348.85,1103.97,764.08,1.75,0
2020-05-07 01-20-21 ,475,92.9,141.4,0,-2346.88,1105.94,766.05,1.97,0
2020-05-07 01-20-22 ,476,96.7,141.4,0,-2345.62,1107.2,767.31,1.26,0
2020-05-07 01-20-23 ,477,99.4,141.5,0,-2343.35,1109.47,769.58,2.27,0
2020-05-07 01-20-24 ,478,100.2,141.5,0,-2340.64,1112.18,772.29,2.71,0
2020-05-07 01-20-25 ,479,99.2,141.5,0,-2339.13,1113.69,773.8,1.51,0
2020-05-07 01-20-26 ,480,96.5,141.3,0,-2337.9,1114.92,775.03,1.23,0
2020-05-07 01-20-27 ,481,97.1,141.3,0,-2335.68,1117.14,777.25,2.22,0
2020-05-07 01-20-28 ,482,97.7,141.4,0,-2334.01,1118.81,778.92,1.67,0
2020-05-07 01-20-29 ,483,97,141.4,0,-2331.5,1121.32,781.43,2.51,0
2020-05-07 01-20-30 ,484,96.6,141.5,0,-2330.84,1121.98,782.09,0.66,0
2020-05-07 01-20-31 ,485,94.1,141.6,0,-2329.1,1123.72,783.83,1.74,0
2020-05-07 01-20-32 ,486,96.8,141.3,0,-2327.19,1125.63,785.74,1.91,0
2020-05-07 01-20-33 ,487,99.2,141.3,0,-2323.5,1129.32,789.43,3.69,0
2020-05-07 01-20-34 ,488,99.3,141.5,0,-2322.89,1129.93,790.04,0.61,0
2020-05-07 01-20-35 ,489,97.7,141.4,0,-2321.17,1131.65,791.76,1.72,0
2020-05-07 01-20-36 ,490,97.5,141.4,0,-2318.39,1134.43,794.54,2.78,0
2020-05-07 01-20-37 ,491,96.4,141.4,0,-2315.63,1137.19,797.3,2.76,0
2020-05-07 01-20-38 ,492,97.1,141.1,0,-2313.97,1138.85,798.96,1.66,0
2020-05-07 01-20-39 ,493,97.7,141.3,0,-2311.49,1141.33,801.44,2.48,0
2020-05-07 01-20-40 ,494,96.8,141.6,0,-2310.38,1142.44,802.55,1.11,0
2020-05-07 01-20-41 ,495,95.4,141.4,0,-2308.39,1144.43,804.54,1.99,0
2020-05-07 01-20-42 ,496,98,141.4,0,-2307.56,1145.26,805.37,0.83,0
2020-05-07 01-20-43 ,497,97.8,141.3,0,-2304.59,1148.23,808.34,2.97,0
2020-05-07 01-20-44 ,498,98.1,141.4,0,-2303.45,1149.37,809.48,1.14,0
2020-05-07 01-20-45 ,499,97,141.5,0,-2302.63,1150.19,810.3,0.82,0
2020-05-07 01-20-46 ,500,96.7,141.4,0,-2300.75,1152.07,812.18,1.88,0
2020-05-07 01-20-47 ,501,93.6,141.5,0,-2298.9,1153.92,814.03,1.85,0
2020-05-07 01-20-48 ,502,95.8,141.4,0,-2295.56,1157.26,817.37,3.34,0
2020-05-07 01-20-49 ,503,95.6,141.4,0,-2293.96,1158.86,818.97,1.6,0
2020-05-07 01-20-50 ,504,98,141.5,0,-2293.28,1159.54,819.65,0.68,0
2020-05-07 01-20-51 ,505,98.8,141.3,0,-2289.65,1163.17,823.28,3.63,0
2020-05-07 01-20-52 ,506,97.1,141.4,0,-2288.29,1164.53,824.64,1.36,0
2020-05-07 01-20-53 ,507,95.8,141.4,0,-2288.07,1164.75,824.86,0.22,0
2020-05-07 01-20-54 ,508,96.6,141.4,0,-2284.54,1168.28,828.39,3.53,0
2020-05-07 01-20-55 ,509,95.3,141.4,0,-2283.02,1169.8,829.91,1.52,0
2020-05-07 01-20-56 ,510,93.7,141.4,0,-2282.59,1170.23,830.34,0.43,0
2020-05-07 01-20-57 ,511,93.1,141.5,0,-2279.74,1173.08,833.19,2.85,0
2020-05-07 01-20-58 ,512,94.1,141.2,0,-2279.2,1173.62,833.73,0.54,0
2020-05-07 01-20-59 ,513,97.6,141.2,0,-2276.48,1176.34,836.45,2.72,0
2020-05-07 01-21-00 ,514,97,141.4,0,-2274.24,1178.58,838.69,2.24,0
2020-05-07 01-21-01 ,515,95.4,141.2,0,-2272.67,1180.15,840.26,1.57,0
2020-05-07 01-21-02 ,516,95.6,141.3,0,-2270.58,1182.24,842.35,2.09,0
2020-05-07 01-21-03 ,517,95.7,141.2,0,-2268.25,1184.57,844.68,2.33,0
2020-05-07 01-21-04 ,518,95.8,140.9,0,-2265.24,1187.58,847.69,3.01,0
2020-05-07 01-21-05 ,519,94.8,141.3,0,-2264.19,1188.63,848.74,1.05,0
2020-05-07 01-21-06 ,520,92.9,141.4,0,-2263.32,1189.5,849.61,0.87,0
2020-05-07 01-21-07 ,521,98.2,141.2,0,-2260.5,1192.32,852.43,2.82,0
2020-05-07 01-21-08 ,522,95.1,141.2,0,-2258.66,1194.16,854.27,1.84,0
2020-05-07 01-21-09 ,523,94.9,141.1,0,-2257.35,1195.47,855.58,1.31,0
2020-05-07 01-21-10 ,524,94.8,141.2,0,-2255.32,1197.5,857.61,2.03,0
2020-05-07 01-21-11 ,525,93.8,141.3,0,-2254.55,1198.27,858.38,0.77,0
2020-05-07 01-21-12 ,526,95,141,0,-2252.93,1199.89,860,1.62,0
2020-05-07 01-21-13 ,527,93.4,141.1,0,-2250.32,1202.5,862.61,2.61,0
2020-05-07 01-21-14 ,528,91.1,141.1,0,-2247.85,1204.97,865.08,2.47,0
2020-05-07 01-21-15 ,529,95.4,141.1,0,-2245.25,1207.57,867.68,2.6,0
2020-05-07 01-21-16 ,530,95.6,141.2,0,-2243.14,1209.68,869.79,2.11,0
2020-05-07 01-21-17 ,531,97.6,140.8,0,-2241.58,1211.24,871.35,1.56,0
2020-05-07 01-21-18 ,532,94.8,140.9,0,-2240.73,1212.09,872.2,0.85,0
2020-05-07 01-21-19 ,533,96.1,141,0,-2238.48,1214.34,874.45,2.25,0
2020-05-07 01-21-20 ,534,95.1,140.8,0,-2236.29,1216.53,876.64,2.19,0
2020-05-07 01-21-21 ,535,95.4,140.9,0,-2234.64,1218.18,878.29,1.65,0
2020-05-07 01-21-22 ,536,95.7,140.7,0,-2233.51,1219.31,879.42,1.13,0
2020-05-07 01-21-23 ,537,95.5,140.8,0,-2230.45,1222.37,882.48,3.06,0
2020-05-07 01-21-24 ,538,97.3,140.9,0,-2228.36,1224.46,884.57,2.09,0
2020-05-07 01-21-25 ,539,97.3,140.8,0,-2227.45,1225.37,885.48,0.91,0
2020-05-07 01-21-26 ,540,97.6,140.8,0,-2225.31,1227.51,887.62,2.14,0
2020-05-07 01-21-27 ,541,95.7,140.8,0,-2222.59,1230.23,890.34,2.72,0
2020-05-07 01-21-28 ,542,95.3,140.9,0,-2220.97,1231.85,891.96,1.62,0
2020-05-07 01-21-29 ,543,92.1,140.7,0,-2219.18,1233.64,893.75,1.79,0
2020-05-07 01-21-30 ,544,92.2,140.6,0,-2217.38,1235.44,895.55,1.8,0
2020-05-07 01-21-31 ,545,96.6,140.8,0,-2215.24,1237.58,897.69,2.14,0
2020-05-07 01-21-32 ,546,97.9,140.7,0,-2214.61,1238.21,898.32,0.63,0
2020-05-07 01-21-33 ,547,97.7,140.5,0,-2211.89,1240.93,901.04,2.72,0
2020-05-07 01-21-34 ,548,95.1,140.6,0,-2210.57,1242.25,902.36,1.32,0
2020-05-07 01-21-35 ,549,94.1,140.6,0,-2209.51,1243.31,903.42,1.06,0
2020-05-07 01-21-36 ,550,94.5,140.7,0,-2208.01,1244.81,904.92,1.5,0
2020-05-07 01-21-37 ,551,93.7,140.8,0,-2205.35,1247.47,907.58,2.66,0
2020-05-07 01-21-38 ,552,98,140.6,0,-2204.79,1248.03,908.14,0.56,0
2020-05-07 01-21-39 ,553,97.1,140.5,0,-2203.02,1249.8,909.91,1.77,0
2020-05-07 01-21-40 ,554,95.5,140.6,0,-2201.04,1251.78,911.89,1.98,0
2020-05-07 01-21-41 ,555,94.2,140.6,0,-2199.06,1253.76,913.87,1.98,0
2020-05-07 01-21-42 ,556,94.3,140.5,0,-2196.27,1256.55,916.66,2.79,0
2020-05-07 01-21-43 ,557,94,140.3,0,-2194.98,1257.84,917.95,1.29,0
2020-05-07 01-21-44 ,558,92.4,140.3,0,-2193.13,1259.69,919.8,1.85,0
2020-05-07 01-21-45 ,559,97.9,140.4,0,-2191.79,1261.03,921.14,1.34,0
2020-05-07 01-21-46 ,560,99.7,140.4,0,-2190.01,1262.81,922.92,1.78,0
2020-05-07 01-21-47 ,561,99.3,140.4,0,-2187.12,1265.7,925.81,2.89,0
2020-05-07 01-21-48 ,562,99.2,140.4,0,-2185.97,1266.85,926.96,1.15,0
2020-05-07 01-21-49 ,563,98.9,140.4,0,-2185.25,1267.57,927.68,0.72,0
2020-05-07 01-21-50 ,564,96.5,140.4,0,-2183.8,1269.02,929.13,1.45,0
2020-05-07 01-21-51 ,565,95.9,140.4,0,-2181.09,1271.73,931.84,2.71,0
2020-05-07 01-21-52 ,566,94.8,140.3,0,-2179.72,1273.1,933.21,1.37,0
2020-05-07 01-21-53 ,567,93.7,140.4,0,-2178.69,1274.13,934.24,1.03,0
2020-05-07 01-21-54 ,568,94.7,140.2,0,-2176.25,1276.57,936.68,2.44,0
2020-05-07 01-21-55 ,569,95.8,140.2,0,-2173.83,1278.99,939.1,2.42,0
2020-05-07 01-21-56 ,570,96.1,140,0,-2171.81,1281.01,941.12,2.02,0
2020-05-07 01-21-57 ,571,96,140.1,0,-2169.17,1283.65,943.76,2.64,0
2020-05-07 01-21-58 ,572,96.8,140.3,0,-2167.77,1285.05,945.16,1.4,0
2020-05-07 01-21-59 ,573,96.7,140.1,0,-2166.51,1286.31,946.42,1.26,0
2020-05-07 01-22-00 ,574,93.9,140,0,-2165.97,1286.85,946.96,0.54,0
2020-05-07 01-22-01 ,575,95.5,139.9,0,-2162.67,1290.15,950.26,3.3,0
2020-05-07 01-22-02 ,576,97.9,139.9,0,-2161.76,1291.06,951.17,0.91,0
2020-05-07 01-22-03 ,577,97.7,140.2,0,-2159.84,1292.98,953.09,1.92,0
2020-05-07 01-22-04 ,578,96.5,140.1,0,-2157.8,1295.02,955.13,2.04,0
2020-05-07 01-22-05 ,579,95.1,139.9,0,-2155.07,1297.75,957.86,2.73,0
2020-05-07 01-22-06 ,580,93.8,139.9,0,-2153.74,1299.08,959.19,1.33,0
2020-05-07 01-22-07 ,581,96.6,140,0,-2151.49,1301.33,961.44,2.25,0
2020-05-07 01-22-08 ,582,98.5,139.9,0,-2148.96,1303.86,963.97,2.53,0
2020-05-07 01-22-09 ,583,96.4,140,0,-2147.34,1305.48,965.59,1.62,0
2020-05-07 01-22-10 ,584,95.2,139.8,0,-2145.84,1306.98,967.09,1.5,0
2020-05-07 01-22-11 ,585,95.9,139.8,0,-2143.39,1309.43,969.54,2.45,0
2020-05-07 01-22-12 ,586,96.2,139.7,0,-2141.13,1311.69,971.8,2.26,0
2020-05-07 01-22-13 ,587,95.9,139.8,0,-2139.74,1313.08,973.19,1.39,0
2020-05-07 01-22-14 ,588,96.4,139.9,0,-2138.67,1314.15,974.26,1.07,0
2020-05-07 01-22-15 ,589,96.8,139.8,0,-2136.85,1315.97,976.08,1.82,0
2020-05-07 01-22-16 ,590,94.7,139.7,0,-2135.2,1317.62,977.73,1.65,0
2020-05-07 01-22-17 ,591,95.6,139.5,0,-2133.36,1319.46,979.57,1.84,0
2020-05-07 01-22-18 ,592,94.6,139.6,0,-2131.22,1321.6,981.71,2.14,0
2020-05-07 01-22-19 ,593,93.3,139.7,0,-2128.66,1324.16,984.27,2.56,0
2020-05-07 01-22-20 ,594,93.2,139.6,0,-2127.68,1325.14,985.25,0.98,0
