timestamp,position,rotation,feed,velocity,grade
2020-05-18 21-23-29 ,13372.01,194,270.8,3.92,1
2020-05-18 21-23-30 ,13377.65,191.8,271,5.64,1
2020-05-18 21-23-31 ,13380.11,189.5,271.8,2.46,1
2020-05-18 21-23-32 ,13385.07,192.7,273.6,4.96,1
2020-05-18 21-23-33 ,13388.33,195,272.7,3.26,1
2020-05-18 21-23-34 ,13393.79,192.7,271.6,5.46,1
2020-05-18 21-23-35 ,13397.48,191,271.9,3.69,1
2020-05-18 21-23-36 ,13400.34,189.2,271.3,2.86,1
2020-05-18 21-23-37 ,13403.71,188.6,271.2,3.37,1
2020-05-18 21-23-38 ,13408.17,191.1,271.6,4.46,1
2020-05-18 21-23-39 ,13411.53,191.6,271.7,3.36,1
2020-05-18 21-23-40 ,13415.49,189.6,271.6,3.96,1
2020-05-18 21-23-41 ,13418.79,189.2,272.5,3.3,1
2020-05-18 21-23-42 ,13422.46,188.3,273.6,3.67,1
2020-05-18 21-23-43 ,13427.47,189.5,272.7,5.01,1
2020-05-18 21-23-44 ,13431.31,191.8,272.9,3.84,1
2020-05-18 21-23-45 ,13434.02,190.1,271.8,2.71,1
2020-05-18 21-23-46 ,13437.69,189.5,271.3,3.67,1
2020-05-18 21-23-47 ,13441.77,190.3,271.7,4.08,1
2020-05-18 21-23-48 ,13444.3,189.2,271.4,2.53,1
2020-05-18 21-23-49 ,13447.33,187,271.4,3.03,1
2020-05-18 21-23-50 ,13449.54,187.9,273,2.21,1
2020-05-18 21-23-51 ,13454.91,190.7,273.6,5.37,1
2020-05-18 21-23-52 ,13458.24,191.2,272.9,3.33,1
2020-05-18 21-23-53 ,13462.12,191.3,272.2,3.88,1
2020-05-18 21-23-54 ,13466.34,187.7,272.1,4.22,1
2020-05-18 21-23-55 ,13469.01,188.8,272.7,2.67,1
2020-05-18 21-23-56 ,13471.72,185.1,271.8,2.71,1
2020-05-18 21-23-57 ,13475.08,187.7,271.2,3.36,1
2020-05-18 21-23-58 ,13478.76,190.1,271,3.68,1
2020-05-18 21-23-59 ,13482.07,187.4,271.1,3.31,1
2020-05-18 21-24-00 ,13485.99,188.8,272.4,3.92,1
2020-05-18 21-24-01 ,13490.18,189.7,273.4,4.19,1
2020-05-18 21-24-02 ,13494.3,189.2,272.8,4.12,1
2020-05-18 21-24-03 ,13498.35,189.2,272.9,4.05,1
2020-05-18 21-24-04 ,13501.93,186.3,272.4,3.58,1
2020-05-18 21-24-05 ,13505.81,190.1,271.5,3.88,1
2020-05-18 21-24-06 ,13508.92,188.9,271.7,3.11,1
2020-05-18 21-24-07 ,13512.17,190.2,271.4,3.25,1
2020-05-18 21-24-08 ,13515.5,188.2,271.9,3.33,1
2020-05-18 21-24-09 ,13518.63,185.9,271.6,3.13,1
2020-05-18 21-24-10 ,13522.87,188.4,271.1,4.24,1
2020-05-18 21-24-11 ,13525.71,187.7,271.1,2.84,1
2020-05-18 21-24-12 ,13529.3,193.3,272.4,3.59,1
2020-05-18 21-24-13 ,13533.11,189.8,273.6,3.81,1
2020-05-18 21-24-14 ,13536.79,188.3,273.1,3.68,1
2020-05-18 21-24-15 ,13539.9,189.3,272.7,3.11,1
2020-05-18 21-24-16 ,13542,188,272.1,2.1,1
2020-05-18 21-24-17 ,13543.63,190.8,272.1,1.63,1
2020-05-18 21-24-18 ,13547.36,186.8,272,3.73,1
2020-05-18 21-24-19 ,13550.81,187.9,271.4,3.45,1
2020-05-18 21-24-20 ,13554.09,187.9,271.3,3.28,1
2020-05-18 21-24-21 ,13557.14,188.6,270.7,3.05,1
2020-05-18 21-24-22 ,13561.33,194.4,271.2,4.19,1
2020-05-18 21-24-23 ,13564.71,187.7,271.5,3.38,1
2020-05-18 21-24-24 ,13568.09,191.2,271,3.38,1
2020-05-18 21-24-25 ,13570.5,189.1,272,2.41,1
2020-05-18 21-24-26 ,13573.27,188.6,271,2.77,1
2020-05-18 21-24-27 ,13576.27,189,271.1,3,1
2020-05-18 21-24-28 ,13579.29,184.1,271.2,3.02,1
2020-05-18 21-24-29 ,13583.58,186.8,271.1,4.29,1
2020-05-18 21-24-30 ,13585.81,185.2,271.4,2.23,1
2020-05-18 21-24-31 ,13589.79,189,271.1,3.98,1
2020-05-18 21-24-32 ,13594.01,188.3,272.2,4.22,1
2020-05-18 21-24-33 ,13596.92,187.7,273.3,2.91,1
2020-05-18 21-24-34 ,13600.55,189.8,274,3.63,1.004062809
2020-05-18 21-24-35 ,13601.57,186.4,273.3,1.02,1.007105442
2020-05-18 21-24-36 ,13605.45,187.8,273,3.88,1.018679378
2020-05-18 21-24-37 ,13608.92,183.6,272.4,3.47,1.029030295
2020-05-18 21-24-38 ,13612.79,184.9,271.5,3.87,1.040574401
2020-05-18 21-24-39 ,13614.59,189.3,271.7,1.8,1.045943753
2020-05-18 21-24-40 ,13617.74,187.1,271.3,3.15,1.055340119
2020-05-18 21-24-41 ,13620.92,189,271.2,3.18,1.064825973
2020-05-18 21-24-42 ,13624.45,186.1,271.3,3.53,1.075355869
2020-05-18 21-24-43 ,13626.29,185.8,273,1.84,1.080844539
2020-05-18 21-24-44 ,13627.74,185.5,274.4,1.45,1.08516985
2020-05-18 21-24-45 ,13631.85,189.7,273.5,4.11,1.09742987
2020-05-18 21-24-46 ,13635.53,189.5,273.4,3.68,1.108407212
2020-05-18 21-24-47 ,13637.78,185.6,272.9,2.25,1.115118901
2020-05-18 21-24-48 ,13641.41,189.6,272.3,3.63,1.125947094
2020-05-18 21-24-49 ,13644.57,186.5,272.3,3.16,1.135373289
2020-05-18 21-24-50 ,13648.5,188.5,271.5,3.93,1.147096374
2020-05-18 21-24-51 ,13653.32,188.3,271.6,4.82,1.161474305
2020-05-18 21-24-52 ,13655.7,186.7,271.4,2.38,1.168573781
2020-05-18 21-24-53 ,13658.85,191.5,271.8,3.15,1.177970146
2020-05-18 21-24-54 ,13660.39,188.9,271.5,1.54,1.182563925
2020-05-18 21-24-55 ,13665.28,189.7,271.3,4.89,1.197150664
2020-05-18 21-24-56 ,13667.22,188.1,272.6,1.94,1.202937632
2020-05-18 21-24-57 ,13669.56,187.3,273.9,2.34,1.209917789
2020-05-18 21-24-58 ,13672.53,189.9,274,2.97,1.21877722
2020-05-18 21-24-59 ,13675.18,188.7,272.7,2.65,1.226682099
2020-05-18 21-25-00 ,13679.38,190.3,272.8,4.2,1.239210586
2020-05-18 21-25-01 ,13682.23,190.9,272.5,2.85,1.24771206
2020-05-18 21-25-02 ,13684.75,188.9,271.6,2.52,1.255229152
2020-05-18 21-25-03 ,13688.89,190.4,271.7,4.14,1.267578661
2020-05-18 21-25-04 ,13692.37,188.3,271.6,3.48,1.277959408
2020-05-18 21-25-05 ,13694.71,187.1,272.7,2.34,1.284939565
2020-05-18 21-25-06 ,13696.14,188.6,273.8,1.43,1.289205217
2020-05-18 21-25-07 ,13697.94,190.9,273.7,1.8,1.294574568
2020-05-18 21-25-08 ,13701.32,190.7,273,3.38,1.304657018
2020-05-18 21-25-09 ,13705.71,191.7,272.3,4.39,1.31775227
2020-05-18 21-25-10 ,13707.45,190.8,272.5,1.74,1.322942643
2020-05-18 21-25-11 ,13708.21,190.2,272.3,0.76,1.325209703
2020-05-18 21-25-12 ,13709.94,187.4,273,1.73,1.330370247
2020-05-18 21-25-13 ,13713.73,186.2,272.1,3.79,1.341675715
2020-05-18 21-25-14 ,13717.09,185.9,271.6,3.36,1.351698505
2020-05-18 21-25-15 ,13718.34,189.9,271.6,1.25,1.355427221
2020-05-18 21-25-16 ,13720.86,190.3,271.5,2.52,1.362944314
2020-05-18 21-25-17 ,13725.16,191.3,272.6,4.3,1.375771099
2020-05-18 21-25-18 ,13729.44,193.3,273.4,4.28,1.388538224
2020-05-18 21-25-19 ,13732.14,193.3,273.1,2.7,1.396592251
2020-05-18 21-25-20 ,13733.8,190.5,273.9,1.66,1.401543987
2020-05-18 21-25-21 ,13734.8,188.5,272.9,1,1.40452696
2020-05-18 21-25-22 ,13738.63,188.1,271.8,3.83,1.415951747
2020-05-18 21-25-23 ,13741.35,191.6,271.4,2.72,1.424065434
2020-05-18 21-25-24 ,13743.61,191.7,271.6,2.26,1.430806954
2020-05-18 21-25-25 ,13745.76,189.7,271.9,2.15,1.437220346
2020-05-18 21-25-26 ,13750.12,190.5,272,4.36,1.450226109
2020-05-18 21-25-27 ,13754.11,192.3,273.9,3.99,1.462128172
2020-05-18 21-25-28 ,13756.72,194.2,273.6,2.61,1.469913732
2020-05-18 21-25-29 ,13758.75,191.5,273.8,2.03,1.475969168
2020-05-18 21-25-30 ,13762.57,190.3,272.8,3.82,1.487364126
2020-05-18 21-25-31 ,13765.83,187.9,271.9,3.26,1.497088618
2020-05-18 21-25-32 ,13768.21,188.3,271.7,2.38,1.504188094
2020-05-18 21-25-33 ,13770.18,189.4,271.6,1.97,1.510064552
2020-05-18 21-25-34 ,13773.35,190.3,271.7,3.17,1.519520577
2020-05-18 21-25-35 ,13775.97,191.6,271.3,2.62,1.527335966
2020-05-18 21-25-36 ,13779.02,192.9,271.2,3.05,1.536434035
2020-05-18 21-25-37 ,13781.68,191.3,273.1,2.66,1.544368743
2020-05-18 21-25-38 ,13785.12,191.2,273.4,3.44,1.554630171
2020-05-18 21-25-39 ,13788.01,188.7,273.3,2.89,1.563250964
2020-05-18 21-25-40 ,13790.86,187.2,272.5,2.85,1.571752437
2020-05-18 21-25-41 ,13794.07,187.5,272.4,3.21,1.581327781
2020-05-18 21-25-42 ,13796.46,191.3,271.5,2.39,1.588457087
2020-05-18 21-25-43 ,13800.31,193.4,271.3,3.85,1.599941534
2020-05-18 21-25-44 ,13802.87,190.9,272,2.56,1.607577945
2020-05-18 21-25-45 ,13807.22,189.1,273.4,4.35,1.620553878
2020-05-18 21-25-46 ,13809.7,189.9,273.8,2.48,1.627951652
2020-05-18 21-25-47 ,13812.1,190,273.3,2.4,1.635110788
2020-05-18 21-25-48 ,13814.91,191.4,273.4,2.81,1.643492942
2020-05-18 21-25-49 ,13818.87,191.8,272.9,3.96,1.655305516
2020-05-18 21-25-50 ,13821.61,190.2,272.3,2.74,1.663478863
2020-05-18 21-25-51 ,13823.63,192.3,271.9,2.02,1.669504468
2020-05-18 21-25-52 ,13826.7,189.3,272.2,3.07,1.678662196
2020-05-18 21-25-53 ,13830.36,187.6,272.3,3.66,1.689579878
2020-05-18 21-25-54 ,13832.44,185.5,271.9,2.08,1.695784462
2020-05-18 21-25-55 ,13836.12,191.4,271.7,3.68,1.706761804
2020-05-18 21-25-56 ,13837.98,191.4,271.9,1.86,1.712310134
2020-05-18 21-25-57 ,13841.07,192.3,271.5,3.09,1.721527521
2020-05-18 21-25-58 ,13844.95,190,272.1,3.88,1.733101457
2020-05-18 21-25-59 ,13846.03,188.4,272.2,1.08,1.736323068
2020-05-18 21-26-00 ,13847.47,187.2,272.2,1.44,1.740618549
2020-05-18 21-26-01 ,13848.83,186.7,271.3,1.36,1.744675393
2020-05-18 21-26-02 ,13852.28,188.2,271.3,3.45,1.75496665
2020-05-18 21-26-03 ,13855.08,191.9,271.7,2.8,1.763318975
2020-05-18 21-26-04 ,13857.21,191.3,271.4,2.13,1.769672708
2020-05-18 21-26-05 ,13859.49,193.2,271.4,2.28,1.776473887
2020-05-18 21-26-06 ,13862.81,192.6,271.2,3.32,1.786377358
2020-05-18 21-26-07 ,13865.75,193.1,271.5,2.94,1.795147299
2020-05-18 21-26-08 ,13868.52,190.9,271.3,2.77,1.803410135
2020-05-18 21-26-09 ,13871.05,187.5,272.2,2.53,1.810957057
2020-05-18 21-26-10 ,13873.9,188,274,2.85,1.819458531
2020-05-18 21-26-11 ,13877.58,190,273.9,3.68,1.830435872
2020-05-18 21-26-12 ,13880.95,187.9,273.3,3.37,1.840488492
2020-05-18 21-26-13 ,13882.75,189.5,272.8,1.8,1.845857843
2020-05-18 21-26-14 ,13885.82,193.2,272.6,3.07,1.855015571
2020-05-18 21-26-15 ,13888.45,191.5,272,2.63,1.862860791
2020-05-18 21-26-16 ,13892.18,192.6,271.4,3.73,1.873987281
2020-05-18 21-26-17 ,13894.39,189.8,271.9,2.21,1.880579651
2020-05-18 21-26-18 ,13896.42,188.7,271.7,2.03,1.886635087
2020-05-18 21-26-19 ,13898.98,190.3,272.1,2.56,1.894271498
2020-05-18 21-26-20 ,13901.42,192.5,272.5,2.44,1.901549953
2020-05-18 21-26-21 ,13904.8,191.5,273.8,3.38,1.911632402
2020-05-18 21-26-22 ,13907.64,188.8,274.1,2.84,1.920104046
2020-05-18 21-26-23 ,13909.49,188.4,273,1.85,1.925622547
2020-05-18 21-26-24 ,13912.13,189.9,272.4,2.64,1.933497596
2020-05-18 21-26-25 ,13916.33,190,272.2,4.2,1.946026083
2020-05-18 21-26-26 ,13918.53,190.3,271.5,2.2,1.952588624
2020-05-18 21-26-27 ,13920.99,191.3,271.4,2.46,1.959926738
2020-05-18 21-26-28 ,13923.66,191.2,271.5,2.67,1.967891277
2020-05-18 21-26-29 ,13926.73,191.3,271.8,3.07,1.977049004
2020-05-18 21-26-30 ,13928.69,187.8,271.4,1.96,1.982895632
2020-05-18 21-26-31 ,13930.11,186.5,271.5,1.42,1.987131454
2020-05-18 21-26-32 ,13932.38,188.3,271.8,2.27,1.993902803
2020-05-18 21-26-33 ,13935.23,190.4,272,2.85,1.997595724
2020-05-18 21-26-34 ,13937.24,190.6,271.6,2.01,1.991599947
2020-05-18 21-26-35 ,13940.09,191.5,271.1,2.85,1.983098474
2020-05-18 21-26-36 ,13941.39,189.1,272.5,1.3,1.979220609
2020-05-18 21-26-37 ,13941.56,182.8,274.5,0.17,1.978713503
2020-05-18 21-26-38 ,13944.35,186.1,274.4,2.79,1.970391008
2020-05-18 21-26-39 ,13947.06,189.3,272.6,2.71,1.962307151
2020-05-18 21-26-40 ,13950.25,189.1,272.1,3.19,1.952791466
2020-05-18 21-26-41 ,13952.15,190.5,272.2,1.9,1.947123817
2020-05-18 21-26-42 ,13954.51,189.5,271.8,2.36,1.940084001
2020-05-18 21-26-43 ,13958.47,190,271.5,3.96,1.928271427
2020-05-18 21-26-44 ,13961.18,190.8,271,2.71,1.920187569
2020-05-18 21-26-45 ,13963.63,189.4,271.3,2.45,1.912879285
2020-05-18 21-26-46 ,13966.14,189.3,272.7,2.51,1.905392022
2020-05-18 21-26-47 ,13969.86,189.8,273.5,3.72,1.894295362
2020-05-18 21-26-48 ,13972.43,191.4,273.2,2.57,1.886629121
2020-05-18 21-26-49 ,13976.8,191.2,272.5,4.37,1.873593528
2020-05-18 21-26-50 ,13979.78,192.3,272.4,2.98,1.864704268
2020-05-18 21-26-51 ,13982.47,188.8,272,2.69,1.85668007
2020-05-18 21-26-52 ,13985.86,189.8,271.6,3.39,1.846567791
2020-05-18 21-26-53 ,13988.07,190.8,271,2.21,1.83997542
2020-05-18 21-26-54 ,13991.56,190.8,271,3.49,1.829564844
2020-05-18 21-26-55 ,13994.37,190.3,271.3,2.81,1.821182689
2020-05-18 21-26-56 ,13997.85,188.3,271.3,3.48,1.810801943
2020-05-18 21-26-57 ,14001.27,189.2,271.2,3.42,1.800600174
2020-05-18 21-26-58 ,14003.72,191.8,270.5,2.45,1.79329189
2020-05-18 21-26-59 ,14006.3,193.4,270.9,2.58,1.785595819
2020-05-18 21-27-00 ,14008.74,191,271.6,2.44,1.778317364
2020-05-18 21-27-01 ,14011.99,189,271.5,3.25,1.768622702
2020-05-18 21-27-02 ,14014.94,190.4,271.5,2.95,1.759822931
2020-05-18 21-27-03 ,14017.49,189.1,271,2.55,1.752216349
2020-05-18 21-27-04 ,14019.95,191.2,271.2,2.46,1.744878235
2020-05-18 21-27-05 ,14024.29,190.7,271.4,4.34,1.731932131
2020-05-18 21-27-06 ,14027.88,190.8,270.9,3.59,1.721223258
2020-05-18 21-27-07 ,14030.24,190.6,270.6,2.36,1.714183441
2020-05-18 21-27-08 ,14033.64,190.1,270.5,3.4,1.704041332
2020-05-18 21-27-09 ,14036.97,192.4,271.5,3.33,1.694108031
2020-05-18 21-27-10 ,14039.66,192.4,271.8,2.69,1.686083833
2020-05-18 21-27-11 ,14043.42,193.2,271.3,3.76,1.674867854
2020-05-18 21-27-12 ,14045.74,190.8,271.2,2.32,1.667947356
2020-05-18 21-27-13 ,14049.47,192.8,270.8,3.73,1.656820866
2020-05-18 21-27-14 ,14052.91,189.6,271.3,3.44,1.646559439
2020-05-18 21-27-15 ,14055.57,190.3,271.3,2.66,1.63862473
2020-05-18 21-27-16 ,14059.73,189.4,271.2,4.16,1.626215562
2020-05-18 21-27-17 ,14062.57,190.8,271.1,2.84,1.617743918
2020-05-18 21-27-18 ,14066.45,193.5,270.7,3.88,1.606169982
2020-05-18 21-27-19 ,14070.1,191,271.4,3.65,1.59528213
2020-05-18 21-27-20 ,14072.88,190.5,271.4,2.78,1.586989464
2020-05-18 21-27-21 ,14074.93,191.9,271.4,2.05,1.580874369
2020-05-18 21-27-22 ,14078.96,191.6,270.9,4.03,1.568852987
2020-05-18 21-27-23 ,14083.41,192,270.8,4.45,1.555578756
2020-05-18 21-27-24 ,14086.58,189.9,271,3.17,1.546122731
2020-05-18 21-27-25 ,14089.53,188.5,271,2.95,1.537322961
2020-05-18 21-27-26 ,14091.84,190.2,271.3,2.31,1.530432292
2020-05-18 21-27-27 ,14095.67,192.4,271.7,3.83,1.519007505
2020-05-18 21-27-28 ,14099.1,192.3,271.6,3.43,1.508775907
2020-05-18 21-27-29 ,14102.41,190,271.3,3.31,1.498902266
2020-05-18 21-27-30 ,14106.05,191.9,271.3,3.64,1.488044243
2020-05-18 21-27-31 ,14110.66,189.9,273.5,4.61,1.474292737
2020-05-18 21-27-32 ,14116.08,192.4,273.3,5.42,1.458125022
2020-05-18 21-27-33 ,14120.36,192.1,273.3,4.28,1.445357897
2020-05-18 21-27-34 ,14119.6,192.3,274.5,-0.76,1.447624957
2020-05-18 21-27-35 ,14121.38,189.2,273.6,1.78,1.442315264
2020-05-18 21-27-36 ,14123.17,188.2,272.7,1.79,1.436975742
2020-05-18 21-27-37 ,14126.98,187.5,272,3.81,1.425610615
2020-05-18 21-27-38 ,14130.85,184.6,271.7,3.87,1.414066508
2020-05-18 21-27-39 ,14132.94,184,271.7,2.09,1.407832094
2020-05-18 21-27-40 ,14135.84,190.4,271.8,2.9,1.399181472
2020-05-18 21-27-41 ,14140.19,190.9,188,4.35,1.386205539
2020-05-18 21-37-18 ,14151.19,172.6,189.4,11,1.353392834
2020-05-18 21-37-19 ,14169.78,173.7,199,18.59,1.297939362
2020-05-18 21-37-20 ,14212.78,174.9,195.5,43,1.169671515
2020-05-18 21-37-21 ,14269.66,174,198.8,56.88,1
2020-05-18 21-37-22 ,14328.45,173,199.6,58.79,1.099407463
2020-05-18 21-37-23 ,14378.48,173.6,196.8,50.03,1.184002723
2020-05-18 21-37-24 ,14431.02,174.9,199.2,52.54,1.27284212
2020-05-18 21-37-25 ,14485.42,173.4,198.7,54.4,1.364826572
2020-05-18 21-37-26 ,14528.33,175.4,214.7,42.91,1.437382691
2020-05-18 21-37-27 ,14571.08,175.9,237.6,42.75,1.509668268
2020-05-18 21-37-28 ,14592.41,190.2,265,21.33,1.545734966
2020-05-18 21-37-29 ,14596.23,189.6,265.1,3.82,1.552194168
2020-05-18 21-37-30 ,14598.02,187.8,265.4,1.79,1.555220863
2020-05-18 21-37-31 ,14601.67,188.4,267.8,3.65,1.561392614
2020-05-18 21-37-32 ,14605.89,188.7,268.5,4.22,1.568528172
2020-05-18 21-37-33 ,14610.21,190.5,268.7,4.32,1.57583282
2020-05-18 21-37-34 ,14611.55,185.6,268.9,1.34,1.578098613
2020-05-18 21-37-35 ,14614.92,186.8,270.6,3.37,1.583796915
2020-05-18 21-37-36 ,14619.52,189.1,277.2,4.6,1.591575012
2020-05-18 21-37-37 ,14623.32,189.3,278.4,3.8,1.598000397
2020-05-18 21-37-38 ,14627.61,188.6,278.7,4.29,1.605254318
2020-05-18 21-37-39 ,14629.99,189.7,278.3,2.38,1.609278637
2020-05-18 21-37-40 ,14635.04,188.8,278.4,5.05,1.617817635
2020-05-18 21-37-41 ,14637.72,188.3,278.5,2.68,1.622349222
2020-05-18 21-37-42 ,14640.44,186.3,277.9,2.72,1.626948445
2020-05-18 21-37-43 ,14642.65,188.2,277.6,2.21,1.630685313
2020-05-18 21-37-44 ,14646.41,187,277.3,3.76,1.637043062
2020-05-18 21-37-45 ,14648.49,186.1,276.9,2.08,1.640560115
2020-05-18 21-37-46 ,14651.16,187,276.6,2.67,1.645074793
2020-05-18 21-37-47 ,14653.5,188.5,276.8,2.34,1.649031477
2020-05-18 21-37-48 ,14656.94,186.3,276.5,3.44,1.654848141
2020-05-18 21-37-49 ,14659.97,182.4,276.1,3.03,1.65997154
2020-05-18 21-37-50 ,14663.53,186.2,276,3.56,1.665991111
2020-05-18 21-37-51 ,14668.53,184.7,275.3,5,1.674445564
2020-05-18 21-37-52 ,14672.43,186.4,275.6,3.9,1.681040038
2020-05-18 21-37-53 ,14675.09,183.4,275.5,2.66,1.685537807
2020-05-18 21-37-54 ,14677.57,185.1,275.4,2.48,1.689731216
2020-05-18 21-37-55 ,14679.48,187.5,275.1,1.91,1.692960817
2020-05-18 21-37-56 ,14680.82,185.6,275.8,1.34,1.695226611
2020-05-18 21-37-57 ,14682.25,185.7,276.1,1.43,1.697644584
2020-05-18 21-37-58 ,14683.67,187.3,276.1,1.42,1.700045649
2020-05-18 21-37-59 ,14688.39,186.7,277.4,4.72,1.708026653
2020-05-18 21-38-00 ,14691.62,185.7,278,3.23,1.71348823
2020-05-18 21-38-01 ,14693.26,184.7,278.1,1.64,1.716261291
2020-05-18 21-38-02 ,14696.24,188.9,277.5,2.98,1.721300145
2020-05-18 21-38-03 ,14698.81,187.5,277.4,2.57,1.725645734
2020-05-18 21-38-04 ,14702.21,186.7,276.8,3.4,1.731394762
2020-05-18 21-38-05 ,14705.27,182.6,276.7,3.06,1.736568888
2020-05-18 21-38-06 ,14708,187.2,276.3,2.73,1.741185019
2020-05-18 21-38-07 ,14709.6,187,276.1,1.6,1.743890444
2020-05-18 21-38-08 ,14712.5,184.9,275.7,2.9,1.748794027
2020-05-18 21-38-09 ,14716.16,187.4,275.8,3.66,1.754982687
2020-05-18 21-38-10 ,14719.93,184.4,276,3.77,1.761357345
2020-05-18 21-38-11 ,14722.39,187.8,275.7,2.46,1.765516936
2020-05-18 21-38-12 ,14725.09,183.6,275.3,2.7,1.770082341
2020-05-18 21-38-13 ,14730.38,185.5,275.2,5.29,1.779027152
2020-05-18 21-38-14 ,14734.12,185.2,275.4,3.74,1.785351084
2020-05-18 21-38-15 ,14737.25,186.5,275.4,3.13,1.790643571
2020-05-18 21-38-16 ,14739.56,185,274.9,2.31,1.794549529
2020-05-18 21-38-17 ,14742.78,186.6,274.8,3.22,1.799994197
2020-05-18 21-38-18 ,14745.47,187.5,274.9,2.69,1.804542693
2020-05-18 21-38-19 ,14748.7,184.4,274.9,3.23,1.81000427
2020-05-18 21-38-20 ,14751.25,187.1,274.6,2.55,1.814316041
2020-05-18 21-38-21 ,14754.88,185.9,274.8,3.63,1.820453974
2020-05-18 21-38-22 ,14758.1,187.9,274,3.22,1.825898642
2020-05-18 21-38-23 ,14761.04,186.1,274.6,2.94,1.830869861
2020-05-18 21-38-24 ,14762.36,187.2,274,1.32,1.833101836
2020-05-18 21-38-25 ,14764.49,187.2,274.1,2.13,1.836703433
2020-05-18 21-38-26 ,14767.26,185.6,273.7,2.77,1.841387201
2020-05-18 21-38-27 ,14770.31,186,274.8,3.05,1.846544417
2020-05-18 21-38-28 ,14772.3,186,276.6,1.99,1.84990929
2020-05-18 21-38-29 ,14774.85,187.9,276.3,2.55,1.854221061
2020-05-18 21-38-30 ,14776.4,186.8,276.5,1.55,1.856841941
2020-05-18 21-38-31 ,14780.86,186.1,275.7,4.46,1.864383314
2020-05-18 21-38-32 ,14784.93,186.8,275.9,4.07,1.871265239
2020-05-18 21-38-33 ,14786.89,185.1,275,1.96,1.874579385
2020-05-18 21-38-34 ,14787.56,184.5,274.8,0.67,1.875712281
2020-05-18 21-38-35 ,14790.5,185.4,274,2.94,1.8806835
2020-05-18 21-38-36 ,14792.91,186.7,274.4,2.41,1.884758546
2020-05-18 21-38-37 ,14796.33,186.4,275.3,3.42,1.890541393
2020-05-18 21-38-38 ,14799.71,184.7,276,3.38,1.896256603
2020-05-18 21-38-39 ,14800.82,184.7,275.9,1.11,1.898133492
2020-05-18 21-38-40 ,14805.55,189.2,275,4.73,1.906131405
2020-05-18 21-38-41 ,14807.86,187.7,275.2,2.31,1.910037362
2020-05-18 21-38-42 ,14810.24,186.2,274.5,2.38,1.914061682
2020-05-18 21-38-43 ,14813.31,185.1,274.2,3.07,1.919252716
2020-05-18 21-38-44 ,14816.12,186.2,274.9,2.81,1.924004119
2020-05-18 21-38-45 ,14820.03,186.9,276.2,3.91,1.930615502
2020-05-18 21-38-46 ,14822.75,190.5,276.4,2.72,1.935214724
2020-05-18 21-38-47 ,14826.01,187.5,275.8,3.26,1.940727028
2020-05-18 21-38-48 ,14828.25,185.5,275.8,2.24,1.944514623
2020-05-18 21-38-49 ,14831.74,188.6,275,3.49,1.950415831
2020-05-18 21-38-50 ,14835.69,188.6,275.1,3.95,1.95709485
2020-05-18 21-38-51 ,14838.96,186.4,274.7,3.27,1.962624062
2020-05-18 21-38-52 ,14840.7,185.3,274.4,1.74,1.965566212
2020-05-18 21-38-53 ,14844.01,188.6,273.9,3.31,1.97116306
2020-05-18 21-38-54 ,14849,189.6,275.5,4.99,1.979600605
2020-05-18 21-38-55 ,14851.3,187.2,276.8,2.3,1.983489653
2020-05-18 21-38-56 ,14853.6,185.4,276,2.3,1.987378702
2020-05-18 21-38-57 ,14856.19,186.5,275.8,2.59,1.991758108
2020-05-18 21-38-58 ,14861.21,188.8,275,5.02,1.99975362
2020-05-18 21-38-59 ,14864.05,185.7,274.7,2.84,1.994951491
2020-05-18 21-39-00 ,14866.82,187,274.1,2.77,1.990267723
2020-05-18 21-39-01 ,14868.05,184.3,273.9,1.23,1.988187928
2020-05-18 21-39-02 ,14869.9,186.3,273.5,1.85,1.98505978
2020-05-18 21-39-03 ,14875.49,186.7,275.6,5.59,1.975607701
2020-05-18 21-39-04 ,14878.13,188.2,276.2,2.64,1.97114375
2020-05-18 21-39-05 ,14880.76,187.4,275.8,2.63,1.966696707
2020-05-18 21-39-06 ,14882.06,184.9,275.9,1.3,1.964498549
2020-05-18 21-39-07 ,14886.44,188.2,274.9,4.38,1.957092448
2020-05-18 21-39-08 ,14888.99,188.8,275,2.55,1.952780677
2020-05-18 21-39-09 ,14892.12,187.3,274.8,3.13,1.947488189
2020-05-18 21-39-10 ,14894.52,185.7,274.8,2.4,1.943430051
2020-05-18 21-39-11 ,14897.25,184.6,274.2,2.73,1.938813919
2020-05-18 21-39-12 ,14900.34,188.5,274.5,3.09,1.933589067
2020-05-18 21-39-13 ,14904.24,186.2,274,3.9,1.926994593
2020-05-18 21-39-14 ,14906.49,187,273.6,2.25,1.923190089
2020-05-18 21-39-15 ,14910.43,184.2,275.4,3.94,1.91652798
2020-05-18 21-39-16 ,14913.66,189.2,276.1,3.23,1.911066403
2020-05-18 21-39-17 ,14916.1,186.5,276.1,2.44,1.90694063
2020-05-18 21-39-18 ,14918.67,188.8,275.5,2.57,1.90259504
2020-05-18 21-39-19 ,14920.85,188.4,275.4,2.18,1.898908899
2020-05-18 21-39-20 ,14924.53,186.5,274.5,3.68,1.892686421
2020-05-18 21-39-21 ,14926.13,188.5,274.5,1.6,1.889980996
2020-05-18 21-39-22 ,14928.85,187.1,274.1,2.72,1.885381773
2020-05-18 21-39-23 ,14932.65,188.4,273.9,3.8,1.878956388
