id,position,grade
4451,15960.18,1.0
4452,15965.07,1.0
4453,15968.91,1.0
4454,15971.58,1.0
4455,15975.65,1.0
4456,15979.4,1.0
4457,15982.18,1.0
4458,15986.1,1.0
4459,15988.78,1.0
4460,15992.57,1.0
4461,15998.35,1.0
4462,16002.71,1.0
4463,16004.48,1.0
4464,16008.48,1.0
4465,16012.22,1.0
4466,16016.52,1.0
4467,16020.15,1.0
4468,16023.25,1.0
4469,16025.97,1.0
4470,16029.98,1.0
4471,16032.22,1.0
4472,16035.64,1.0
4473,16038.44,1.0
4474,16043.61,1.0
4475,16047.96,1.0
4476,16050.86,1.0
4477,16051.95,1.0
4478,16055.84,1.0
4479,16059.02,1.0
4480,16060.88,1.0
4481,16064.21,1.0
4482,16065.96,1.0
4483,16070.87,1.0
4484,16074.16,1.0
4485,16076.78,1.0
4486,16080.47,1.0
4487,16085.62,1.0
4488,16088.73,1.0
4489,16092.85,1.0
4490,16095.36,1.0
4491,16098.84,1.0
4492,16102.26,1.0
4493,16106.43,1.0
4494,16108.78,1.0
4495,16110.98,1.0
4496,16115.97,1.0
4497,16121.89,1.0
4498,16124.45,1.0
4499,16129.28,1.0
4500,16132.26,1.0
4501,16137.64,1.0
4502,16142.42,1.0
4503,16145.49,1.0
4504,16149.22,1.0
4505,16152.96,1.0
4506,16157.68,1.0
4507,16161.71,1.0
4508,16166.03,1.0
4509,16170.96,1.0
4510,16176.45,1.0
4511,16181.79,1.0
4512,16185.47,1.0
4513,16190.09,1.0
4514,16196.64,1.0
4515,16201.75,1.0
4516,16207.04,1.0
4517,16213.2,1.0
4518,16218.76,1.0
4519,16224.89,1.0
4520,16231.51,1.0
4521,16238.23,1.0
4522,16243.98,1.0
4523,16250.57,1.0
4524,16256.85,1.0
4525,16263.44,1.0
4526,16269.94,1.0
4527,16275.99,1.0
4528,16282.86,1.0
4529,16287.97,1.0
4530,16292.46,1.0
4531,16297.59,1.0
4532,16304.91,1.0
4533,16310.77,1.0
4534,16316.18,1.0
4535,16319.95,1.0
4536,16322.16,1.0
4537,16325.81,1.0
4538,16329.31,1.0
4539,16335.71,1.0
4540,16338.61,1.0
4541,16343.31,1.0
4542,16349.26,1.0
4543,16354.07,1.0
4544,16357.52,1.0
4545,16362.45,1.0
4546,16366.45,1.0
4547,16370.9,1.0
4548,16373.6,1.0
4549,16375.2,1.0
4550,16379.08,1.0
4551,16383.3,1.0
4552,16386.73,1.0
4553,16389.48,1.0
4554,16393.61,1.0
4555,16398.63,1.0
4556,16403.38,1.0
4557,16407.78,1.0
4558,16410.5,1.0
4559,16415.44,1.0
4560,16418.29,1.0
4561,16421.61,1.0
4562,16423.89,1.0
4563,16427.18,1.0
4564,16431.86,1.0
4565,16434.25,1.0
4566,16437.46,1.0
4567,16440.73,1.0
4568,16444.47,1.0
4569,16447.62,1.0
4570,16451.39,1.0
4571,16453.81,1.0
4572,16456.86,1.0
4573,16459.81,1.0
4574,16464.12,1.0
4575,16467.65,1.0
4576,16470.28,1.0
4577,16474.35,1.0
4578,16476.61,1.0
4579,16480.14,1.0
4580,16483.05,1.0
4581,16487.09,1.0
4582,16490.68,1.0
4583,16494.02,1.0
4584,16497.09,1.0
4585,16500.28,1.0
4586,16502.52,1.0
4587,16505.36,1.0
4588,16508.06,1.0
4589,16510.84,1.0
4590,16513.57,1.0
4591,16516.41,1.0
4592,16519.89,1.0
4593,16524.37,1.0
4594,16528.29,1.0
4595,16533.79,1.0
4596,16537.49,1.0
4597,16541.77,1.0
4598,16547.65,1.0
4599,16553.23,1.0
4600,16558.71,1.0
4601,16563.8,1.0
4602,16569.5,1.0
4603,16575.57,1.0
4604,16581.61,1.0
4605,16588.13,1.0
4606,16593.42,1.0
4607,16599.04,1.0
4608,16605.55,1.0
4609,16609.78,1.0
4610,16613.66,1.0
4611,16619.51,1.0
4612,16625.71,1.0
4613,16630.67,1.0
4614,16635.08,1.0
4615,16639.51,1.0
4616,16642.81,1.0
4617,16647.09,1.0
4618,16650.77,1.0
4619,16653.76,1.0
4620,16657.24,1.0
4621,16660.33,1.0
4622,16664.46,1.0
4623,16667.09,1.0
4624,16671.06,1.0
4625,16673.34,1.0
4626,16677.06,1.0
4627,16679.83,1.0
4628,16682.09,1.0
4629,16685.2,1.0
4630,16688.08,1.0
4631,16689.72,1.0
4632,16691.98,1.0
4633,16694.24,1.0
4634,16697.84,1.0
4635,16702.5,1.0
4636,16704.48,1.0
4637,16707.9,1.0
4638,16710.59,1.0
4639,16711.46,1.0
4640,16714.13,1.0
4641,16717.69,1.0
4642,16719.14,1.0
4643,16721.98,1.0
4644,16726.68,1.0
4645,16729.62,1.0
4646,16731.95,1.0
4647,16734.7,1.0
4648,16737.51,1.0
4649,16738.48,1.0
4650,16741.62,1.0
4651,16743.77,1.0
4652,16746.28,1.0
4653,16749.61,1.0
4654,16752.85,1.0
4655,16754.4,1.0
4656,16756.76,1.0
4657,16759.3,1.0
4658,16760.83,1.0
4659,16764.47,1.0
4660,16768.24,1.0
4661,16769.06,1.0
4662,16773.2,1.0
4663,16775.31,1.0
4664,16778.12,1.0
4665,16780.4,1.0
4666,16784.79,1.0
4667,16787.61,1.0
4668,16789.71,1.0
4669,16792.11,1.0
4670,16794.11,1.0
4671,16797.37,1.0
4672,16798.69,1.0
4673,16799.84,1.0
4674,16802.6,1.0
4675,16805.89,1.0
4676,16810.13,1.0
4677,16812.05,1.0
4678,16815.64,1.0
4679,16819.47,1.0
4680,16821.61,1.0
4681,16824.65,1.0
4682,16826.53,1.0
4683,16828.9,1.0
4684,16831.13,1.0
4685,16833.49,1.0
4686,16835.01,1.0
4687,16837.37,1.0
4688,16839.35,1.0
4689,16842.79,1.0
4690,16846.34,1.0
4691,16848.89,1.0
4692,16850.79,1.0
4693,16855.18,1.0
4694,16857.19,1.0
4695,16859.14,1.0
4696,16862.01,1.0
4697,16864.0,1.0
4698,16867.0,1.0
4699,16868.72,1.0
4700,16871.64,1.0
4701,16874.34,1.0
4702,16877.69,1.0
4703,16879.02,1.0
4704,16883.39,1.0
4705,16886.17,1.0
4706,16888.79,1.0
4707,16892.63,1.0
4708,16894.52,1.0
4709,16895.03,1.0
4710,16898.32,1.0
4711,16899.92,1.0
4712,16903.14,1.0
4713,16903.97,1.0
4714,16907.91,1.0
4715,16911.04,1.0
4716,16912.46,1.0
4717,16915.05,1.0
4718,16917.36,1.0
4719,16920.52,1.0
4720,16923.2,1.0
4721,16924.1,1.0
4722,16926.83,1.0
4723,16929.13,1.0
4724,16932.17,1.0
4725,16934.03,1.0
4726,16936.65,1.0
4727,16939.31,1.0
4728,16941.43,1.0
4729,16944.68,1.0
4730,16946.19,1.0
4731,16949.36,1.0
4732,16952.41,1.0
4733,16955.14,1.0
4734,16956.23,1.0
4735,16959.19,1.0
4736,16961.5,1.0
4737,16964.67,1.0
4738,16966.94,1.0
4739,16968.49,1.0
4740,16970.66,1.0
4741,16973.59,1.0
4742,16975.87,1.0
4743,16977.78,1.0
4744,16980.72,1.0
4745,16984.08,1.0
4746,16986.32,1.0
4747,16988.06,1.0
4748,16989.72,1.0
4749,16991.75,1.0
4750,16993.45,1.0
4751,16996.88,1.0
4752,16997.76,1.0
4753,17000.08,1.0
4754,17002.11,1.0
4755,17004.33,1.0
4756,17006.36,1.0
4757,17007.36,1.0
4758,17012.76,1.0
4759,17015.03,1.0
4760,17019.57,1.0
4761,17022.35,1.0
4762,17024.09,1.0
4763,17024.72,1.0
4764,17024.32,1.0
4765,17028.08,1.0
4766,17030.06,1.0
4767,17031.63,1.0
4768,17034.82,1.0
4769,17037.14,1.0
4770,17039.02,1.0
4771,17042.68,1.0
4772,17046.26,1.0
4773,17048.01,1.0
4774,17050.07,1.0
4775,17050.04,1.0
4776,17052.45,1.0
4777,17054.99,1.0
4778,17057.46,1.0
4779,17059.13,1.0
4780,17061.84,1.0
4781,17064.46,1.0
4782,17067.31,1.0
4783,17070.8,1.0
4784,17073.05,1.0
4785,17076.39,1.0
4786,17077.7,1.0
4787,17081.88,1.0
4788,17083.06,1.0
4789,17085.31,1.0
4790,17086.64,1.0
4791,17089.15,1.0
4792,17090.23,1.0
4793,17092.85,1.0
4794,17096.89,1.0
4795,17099.22,1.0
4796,17102.12,1.0
4797,17103.79,1.0
4798,17107.51,1.0
4799,17109.08,1.0
4800,17111.89,1.0
4801,17114.42,1.0
4802,17116.76,1.0
4803,17119.94,1.0
4804,17121.68,1.0
4805,17123.64,1.0
4806,17125.51,1.0
4807,17128.21,1.0
4808,17130.6,1.0
4809,17133.54,1.0
4810,17135.22,1.0
4811,17137.19,1.0
4812,17141.0,1.0
4813,17143.29,1.0
4814,17145.56,1.0
4815,17147.13,1.0
4816,17149.16,1.0
4817,17152.14,1.0
4818,17154.61,1.0
4819,17156.85,1.0
4820,17158.43,1.0
4821,17161.73,1.0
4822,17165.26,1.0
4823,17167.19,1.0
4824,17169.41,1.0
4825,17172.58,1.0
4826,17175.06,1.0
4827,17178.92,1.0
4828,17181.78,1.0
4829,17183.55,1.0
4830,17186.17,1.0
4831,17188.95,1.0
4832,17190.13,1.0
4833,17192.95,1.0
4834,17195.35,1.0
4835,17198.3,1.0
4836,17202.5,1.0
4837,17203.56,1.0
4838,17208.04,1.0
4839,17210.42,1.0
4840,17213.42,1.0
4841,17214.43,1.0
4842,17217.0,1.0
4843,17220.32,1.0
4844,17222.91,1.0
4845,17224.22,1.0
4846,17227.11,1.0
4847,17229.44,1.0
4848,17231.42,1.0
4849,17236.39,1.0
4850,17236.99,1.0
4851,17239.46,1.0
4852,17243.19,1.0
4853,17245.71,1.0
4854,17248.56,1.0
4855,17249.36,1.0
4856,17251.52,1.0
4857,17255.26,1.0
4858,17257.8,1.0
4859,17259.1,1.0
4860,17261.71,1.0
4861,17264.57,1.0
4862,17267.73,1.0
4863,17270.37,1.0
4864,17271.81,1.0
4865,17275.31,1.0
4866,17278.93,1.0
4867,17280.81,1.0
4868,17282.63,1.0
4869,17284.32,1.0
4870,17286.2,1.0
4871,17288.02,1.0
4872,17290.63,1.0
4873,17291.78,1.0
4874,17294.38,1.0
4875,17297.89,1.0
4876,17301.65,1.0
4877,17302.96,1.0
4878,17304.92,1.0
4879,17309.95,1.0
4880,17311.46,1.0
4881,17313.73,1.0
4882,17315.43,1.0
4883,17318.88,1.0
4884,17321.36,1.0
4885,17323.97,1.0
4886,17324.36,1.0
4887,17325.81,1.0
4888,17330.14,1.0
4889,17332.45,1.0
4890,17334.83,1.0
4891,17337.15,1.0
4892,17342.08,1.0
4893,17344.27,1.0
4894,17346.64,1.0
4895,17348.05,1.0
4896,17351.07,1.0
4897,17354.77,1.0
4898,17357.6,1.0
4899,17359.12,1.0
4900,17360.24,1.0
4901,17362.98,1.0
4902,17366.2,1.0
4903,17369.22,1.0
4904,17370.95,1.0
4905,17373.65,1.0
4906,17375.96,1.0
4907,17377.66,1.0
4908,17380.59,1.0
4909,17382.65,1.0
4910,17385.84,1.0
4911,17388.66,1.0
4912,17391.75,1.0
4913,17392.58,1.0
4914,17395.88,1.0
4915,17398.4,1.0
4916,17401.83,1.0
4917,17402.95,1.0
4918,17404.68,1.0
4919,17407.33,1.0
4920,17410.66,1.0
4921,17414.18,1.0
4922,17416.22,1.0
4923,17418.73,1.0
4924,17422.03,1.0
4925,17425.73,1.0
4926,17426.89,1.0
4927,17429.21,1.0
4928,17431.72,1.0
4929,17436.17,1.0
4930,17438.42,1.0
4931,17440.44,1.0
4932,17443.88,1.0
4933,17446.82,1.0
4934,17450.74,1.0
4935,17452.82,1.0
4936,17454.98,1.0
4937,17458.55,1.0
4938,17461.53,1.0
4939,17464.05,1.0
4940,17464.56,1.0
4941,17468.47,1.0
4942,17471.37,1.0
4943,17475.67,1.0
4944,17476.91,1.0
4945,17480.49,1.0
4946,17484.35,1.0
4947,17487.18,1.0
4948,17490.16,1.0
4949,17491.69,1.0
4950,17494.55,1.0
4951,17497.63,1.0
4952,17496.89,1.0
4953,17495.93,1.0
4954,17499.42,1.0
4955,17503.13,1.0
4956,17506.72,1.0
4957,17511.66,1.0
4958,17513.99,1.0
4959,17517.25,1.0
4960,17522.02,1.0
4961,17525.17,1.0
4962,17527.56,1.0
4963,17529.26,1.0
4964,17533.13,1.0
4965,17536.55,1.0
4966,17538.72,1.0
4967,17541.56,1.0
4968,17543.83,1.0
4969,17549.2,1.0
4970,17552.1,1.0
4971,17555.03,1.0
4972,17558.27,1.0
4973,17562.95,1.0
4974,17567.23,1.0
4975,17569.68,1.0
4976,17572.39,1.0
4977,17575.72,1.0
4978,17579.41,1.0
4979,17584.5,1.0
4980,17584.95,1.0
4981,17587.36,1.0
4982,17590.05,1.0
4983,17594.86,1.0
4984,17597.84,1.0
4985,17600.68,1.0
4986,17603.67,1.0
4987,17608.93,1.0
4988,17611.52,1.0
4989,17613.92,1.0
4990,17615.9,1.0
4991,17619.99,1.0
4992,17623.35,1.0
4993,17625.49,1.0
4994,17627.03,1.0
4995,17630.41,1.0
4996,17633.4,1.0
4997,17637.63,1.0
4998,17639.45,1.0
4999,17642.8,1.0
5000,17646.62,1.0
5001,17649.44,1.0
5002,17652.39,1.0
5003,17654.33,1.0
5004,17657.81,1.0
5005,17660.37,1.0
5006,17662.86,1.0
5007,17664.05,1.0
5008,17667.04,1.0
5009,17670.82,1.0
5010,17674.49,1.0
5011,17675.36,1.0
5012,17678.44,1.0
5013,17681.43,1.0
5014,17686.27,1.0
5015,17689.73,1.0
5016,17691.02,1.0
5017,17694.05,1.0
5018,17698.05,1.0
5019,17701.92,1.0
5020,17702.71,1.0
5021,17705.32,1.0
5022,17707.97,1.0
5023,17712.41,1.0
5024,17714.82,1.0
5025,17717.06,1.0
5026,17720.31,1.0
5027,17724.48,1.0
5028,17728.02,1.0
5029,17729.99,1.0
5030,17732.71,1.0
5031,17736.09,1.0
5032,17739.97,1.0
5033,17743.29,1.0
5034,17744.04,1.0
5035,17748.98,1.0
5036,17752.04,1.0
5037,17756.37,1.0
5038,17758.09,1.0
5039,17760.96,1.0
5040,17764.74,1.0
5041,17770.16,1.0
5042,17773.31,1.0
5043,17774.58,1.0
5044,17778.12,1.0
5045,17783.49,1.0
5046,17787.22,1.0
5047,17789.13,1.0
5048,17792.43,1.0
5049,17796.29,1.0
5050,17798.94,1.0
5051,17803.1,1.0
5052,17805.64,1.0
5053,17809.66,1.0
5054,17814.4,1.0
5055,17818.03,1.0
5056,17820.15,1.0
5057,17824.1,1.0
5058,17828.5,1.0
5059,17831.08,1.0
5060,17832.93,1.0
5061,17834.39,1.0
5062,17837.69,1.0
5063,17841.17,1.0
5064,17845.04,1.0
5065,17847.85,1.0
5066,17850.86,1.0
5067,17855.07,1.0
5068,17860.48,1.0
5069,17863.8,1.0
5070,17866.11,1.0
5071,17869.84,1.0
5072,17873.62,1.0
5073,17876.32,1.0
5074,17878.19,1.0
5075,17882.17,1.0
5076,17886.44,1.0
5077,17890.59,1.0
5078,17893.69,1.0
5079,17897.36,1.0
5080,17900.97,1.0
5081,17905.04,1.0
5082,17909.05,1.0
5083,17911.75,1.0
5084,17914.7,1.0
5085,17917.59,1.0
5086,17919.23,1.0
5087,17921.38,1.0
5088,17925.47,1.0
5089,17929.04,1.0
5090,17934.48,1.0
5091,17939.07,1.0
5092,17941.05,1.0
5093,17944.24,1.0
5094,17948.56,1.0
5095,17953.58,1.0
5096,17955.51,1.0
5097,17957.37,1.0
5098,17960.79,1.0
5099,17964.82,1.0
5100,17968.65,1.0
5101,17971.63,1.0
5102,17977.0,1.0
5103,17981.14,1.0
5104,17986.75,1.0
5105,17989.76,1.0
5106,17993.15,1.0
5107,17997.91,1.0
5108,18003.5,1.0
5109,18006.4,1.0
5110,18008.64,1.0
5111,18012.68,1.0
5112,18016.43,1.0
5113,18019.99,1.0
5114,18022.4,1.0
5115,18025.01,1.0
5116,18028.76,1.0
5117,18032.97,1.0
5118,18036.96,1.0
5119,18039.3,1.0
5120,18043.14,1.0
5121,18047.99,1.0
5122,18052.33,1.0
5123,18055.82,1.0
5124,18057.99,1.0
5125,18062.15,1.0
5126,18065.81,1.0
5127,18069.72,1.0
5128,18071.06,1.0
5129,18074.22,1.0
5130,18078.73,1.0
5131,18082.61,1.0
5132,18085.69,1.0
5133,18087.87,1.0
5134,18092.44,1.0
5135,18096.3,1.0
5136,18099.41,1.0
5137,18101.72,1.0
5138,18104.39,1.0
5139,18108.6,1.0
5140,18111.61,1.0
5141,18114.12,1.0
5142,18115.76,1.0
5143,18119.96,1.0
5144,18124.45,1.0
5145,18127.15,1.0
5146,18129.64,1.0
5147,18132.17,1.0
5148,18136.12,1.0
5149,18138.84,1.0
5150,18140.5,1.0
5151,18143.24,1.0
5152,18147.19,1.0
5153,18150.58,1.0
5154,18152.91,1.0
5155,18154.33,1.0
5156,18157.75,1.0
5157,18162.47,1.0
5158,18165.67,1.0
5159,18166.55,1.0
5160,18171.09,1.0
5161,18175.12,1.0
5162,18178.02,1.0
5163,18180.0,1.0
5164,18183.66,1.0
5165,18186.11,1.0
5166,18190.64,1.0
5167,18193.65,1.0
5168,18195.2,1.0
5169,18197.03,1.0
5170,18199.64,1.0
5171,18202.68,1.0
5172,18204.26,1.0
5173,18207.09,1.0
5174,18210.77,1.0
5175,18214.89,1.0
5176,18218.56,1.0
5177,18220.72,1.0
5178,18222.88,1.0
5179,18227.79,1.0
5180,18229.77,1.0
5181,18232.0,1.0
5182,18235.58,1.0
5183,18235.8,1.0
5184,18238.54,1.0
5185,18242.66,1.0
5186,18245.62,1.0
5187,18249.74,1.0
5188,18253.59,1.0
5189,18256.69,1.0
5190,18259.71,1.0
5191,18262.41,1.0
5192,18265.81,1.0
5193,18270.4,1.0
5194,18272.99,1.0
5195,18274.49,1.0
5196,18277.82,1.0
5197,18280.47,1.0
5198,18283.78,1.0
5199,18287.73,1.0
5200,18290.1,1.0
5201,18294.8,1.0
5202,18301.55,1.0
5203,18306.37,1.0
5204,18310.37,1.0
5205,18316.33,1.0
5206,18323.71,1.0
5207,18329.55,1.0
5208,18336.0,1.0
5209,18342.54,1.0
5210,18350.84,1.0
5211,18360.81,1.0
5212,18370.81,1.0
5213,18381.71,1.0
5214,18394.42,1.0
5215,18409.49,1.0
5216,18424.46,1.0729532163742574
5217,18435.46,1.1265594541910218
5218,18445.04,1.173245614035085
5219,18457.06,1.2318226120857698
5220,18468.79,1.2889863547758265
5221,18477.75,1.3326510721247504
5222,18484.79,1.3669590643274838
5223,18496.23,1.4227095516569124
5224,18507.68,1.4785087719298209
5225,18519.87,1.5379142300194832
5226,18530.49,1.5896686159844087
5227,18539.83,1.6351851851851893
5228,18553.03,1.6995126705652925
5229,18565.82,1.7618421052631528
5230,18576.47,1.8137426900584819
5231,18586.68,1.8634990253411288
5232,18594.96,1.9038499025341058
5233,18603.69,1.9463937621832268
5234,18610.78,1.9809454191033056
5235,18619.84,2.025097465886938
5236,18627.74,2.063596491228076
5237,18635.81,2.1029239766081917
5238,18645.2,2.1486842105263175
5239,18653.16,2.187475633528263
5240,18658.91,2.21549707602339
5241,18667.66,2.2581384015594526
5242,18674.43,2.2911306042884996
5243,18682.3,2.329483430799216
5244,18689.2,2.3631091617933753
5245,18694.66,2.3897173489278742
5246,18702.33,2.427095516569209
5247,18709.76,2.4633040935672437
5248,18715.62,2.491861598440541
5249,18721.22,2.5191520467836317
5250,18728.0,2.5521929824561407
5251,18734.04,2.581627680311896
5252,18739.22,2.606871345029246
5253,18743.44,2.6274366471734836
5254,18750.34,2.6610623781676432
5255,18755.54,2.686403508771935
5256,18760.71,2.711598440545806
5257,18765.54,2.735136452241721
5258,18770.36,2.7586257309941566
5259,18776.79,2.78996101364523
5260,18783.09,2.8206627680311915
5261,18787.85,2.843859649122802
5262,18793.08,2.8693469785575156
5263,18798.83,2.8973684210526423
5264,18804.91,2.926998050682263
5265,18811.65,2.9598440545809064
5266,18816.15,2.98177387914231
5267,18821.56,2.995930799220268
5268,18826.49,2.9839181286549654
5269,18832.99,2.968079922027285
5270,18838.18,2.955433723196879
5271,18843.16,2.9432992202729036
5272,18847.91,2.9317251461988296
5273,18853.44,2.918250487329437
5274,18859.36,2.9038255360623757
5275,18865.21,2.889571150097467
5276,18869.78,2.8784356725146214
5277,18876.6,2.8618177387914256
5278,18884.16,2.8433966861598434
5279,18891.66,2.8251218323586738
5280,18896.58,2.813133528265102
5281,18903.45,2.796393762183233
5282,18910.12,2.7801413255360643
5283,18917.27,2.7627192982456124
5284,18924.17,2.7459064327485416
5285,18930.25,2.7310916179337226
5286,18936.88,2.714936647173486
5287,18944.8,2.6956384015594557
5288,18952.32,2.677314814814815
5289,18957.03,2.665838206627683
5290,18962.85,2.651656920077976
5291,18970.14,2.633893762183237
5292,18976.52,2.6183479532163734
5293,18981.1,2.6071881091617968
5294,18987.48,2.5916423001949327
5295,18994.27,2.5750974658869383
5296,19001.59,2.557261208576998
5297,19007.64,2.5425194931773896
5298,19013.81,2.527485380116956
5299,19019.6,2.51337719298246
5300,19026.08,2.4975877192982416
5301,19032.93,2.4808966861598436
5302,19038.29,2.4678362573099397
5303,19042.65,2.457212475633525
5304,19048.71,2.442446393762186
5305,19056.29,2.423976608187133
5306,19061.7,2.410794346978556
5307,19066.17,2.3999025341130653
5308,19071.63,2.386598440545807
5309,19078.19,2.370614035087723
5310,19084.63,2.3549220272904465
5311,19090.53,2.340545808966865
5312,19095.57,2.328265107212477
5313,19100.8,2.3155214424951294
5314,19108.73,2.296198830409359
5315,19114.17,2.2829434697855806
5316,19118.3,2.272880116959067
5317,19122.0,2.263864522417155
5318,19129.73,2.245029239766084
5319,19134.08,2.2344298245614005
5320,19139.62,2.2209307992202767
5321,19142.86,2.2130360623781677
5322,19148.75,2.1986842105263174
5323,19155.33,2.1826510721247536
5324,19159.7,2.172002923976608
5325,19162.93,2.1641325536062386
5326,19167.65,2.1526315789473665
5327,19173.25,2.13898635477583
5328,19178.77,2.1255360623781683
5329,19182.44,2.116593567251467
5330,19186.1,2.1076754385964964
5331,19191.18,2.0952972709551667
5332,19195.58,2.0845760233918105
5333,19200.72,2.072051656920077
5334,19204.03,2.063986354775833
5335,19209.01,2.0518518518518576
5336,19215.01,2.037231968810922
5337,19219.26,2.0268762183235927
5338,19223.91,2.015545808966864
5339,19227.22,2.007480506822611
5340,19232.33,1.9950292397660796
5341,19237.27,1.9829922027290459
5342,19240.71,1.9746101364522457
5343,19243.38,1.9681042884990247
5344,19248.46,1.9557261208577037
5345,19254.06,1.9420808966861585
5346,19258.13,1.9321637426900578
5347,19262.47,1.9215886939571138
5348,19264.38,1.9169346978557495
5349,19269.59,1.9042397660818726
5350,19274.69,1.8918128654970807
5351,19278.24,1.8831627680311867
5352,19280.65,1.8772904483430777
5353,19284.1,1.868884015594547
5354,19288.54,1.8580653021442486
5355,19292.08,1.8494395711500946
5356,19294.82,1.8427631578947388
5357,19297.99,1.8350389863547731
5358,19301.39,1.826754385964915
5359,19306.86,1.8134259259259258
5360,19310.29,1.8050682261208566
5361,19313.01,1.7984405458089718
5362,19316.26,1.7905214424951317
5363,19321.08,1.778776803118905
5364,19324.36,1.770784600389863
5365,19326.03,1.7667153996101401
5366,19329.83,1.7574561403508737
5367,19333.39,1.7487816764132575
5368,19336.92,1.7401803118908432
5369,19339.86,1.733016569200779
5370,19341.87,1.7281189083820694
5371,19344.58,1.7215155945419067
5372,19349.46,1.7096247563352853
5373,19353.51,1.6997563352826555
5374,19356.46,1.6925682261208603
5375,19358.42,1.6877923976608233
5376,19362.27,1.6784113060428845
5377,19367.22,1.6663499025341104
5378,19369.75,1.6601851851851854
5379,19371.46,1.656018518518521
5380,19374.42,1.6488060428849947
5381,19378.56,1.6387183235867417
5382,19382.19,1.6298732943469818
5383,19384.38,1.6245370370370347
5384,19386.96,1.618250487329437
5385,19390.47,1.6096978557504844
5386,19394.72,1.5993421052631551
5387,19398.45,1.590253411306041
5388,19400.9,1.5842836257309905
5389,19404.58,1.5753167641325492
5390,19408.81,1.5650097465886905
5391,19410.69,1.5604288499025372
5392,19414.2,1.5518762183235846
5393,19416.58,1.5460769980506777
5394,19420.27,1.5370857699805054
5395,19424.14,1.5276559454191043
5396,19426.45,1.522027290448341
5397,19427.67,1.51905458089669
5398,19431.29,1.5102339181286524
5399,19435.82,1.4991959064327487
5400,19439.61,1.4899610136452222
5401,19441.15,1.4862085769980466
5402,19443.78,1.479800194931776
5403,19448.29,1.4688109161793343
5404,19451.57,1.4608187134502923
5405,19453.63,1.455799220272901
5406,19456.0,1.450024366471734
5407,19459.95,1.4403996101364496
5408,19463.68,1.4313109161793356
5409,19467.08,1.4230263157894685
5410,19468.47,1.4196393762183197
5411,19472.02,1.4109892787524345
5412,19475.95,1.401413255360621
5413,19480.26,1.3909113060428877
5414,19482.28,1.3859892787524384
5415,19484.37,1.3808966861598453
5416,19488.34,1.37122319688109
5417,19491.8,1.3627923976608192
5418,19493.83,1.35784600389863
5419,19495.87,1.3528752436647185
5420,19498.94,1.345394736842107
5421,19503.3,1.3347709551656923
5422,19506.59,1.3267543859649105
5423,19508.85,1.3212475633528284
5424,19510.85,1.31637426900585
5425,19514.37,1.3077972709551666
5426,19518.2,1.2984649122806984
5427,19521.65,1.2900584795321586
5428,19523.16,1.2863791423001936
5429,19527.59,1.2755847953216353
5430,19532.01,1.2648148148148168
5431,19535.48,1.2563596491228062
5432,19536.99,1.2526803118908325
5433,19540.27,1.2446881091617903
5434,19544.46,1.2344785575048736
5435,19548.74,1.2240497076023333
5436,19550.37,1.220077972709552
5437,19552.88,1.213961988304089
5438,19556.6,1.204897660818715
5439,19559.93,1.1967836257309914
5440,19563.63,1.187768031189079
5441,19567.61,1.178070175438593
5442,19571.9,1.1676169590643217
5443,19582.8,1.1410575048732936
5444,19597.05,1.1063352826510713
5445,19616.94,1.0578703703703707
5446,19641.6,1.0
5447,19672.95,1.0
5448,19709.52,1.0
5449,19750.33,1.0
5450,19793.74,1.0
5451,19835.12,1.0
5452,19845.53,1.0
5453,19851.83,1.0
5454,19854.14,1.0
5455,19857.43,1.0
5456,19859.04,1.0
5457,19862.95,1.0
5458,19866.2,1.0
5459,19870.28,1.0
5460,19874.77,1.0
5461,19877.86,1.0
5462,19882.31,1.0
5463,19884.55,1.0
5464,19890.93,1.0
5465,19893.73,1.0
5466,19896.06,1.0
5467,19900.57,1.0
5468,19903.97,1.0
5469,19910.94,1.0
5470,19915.12,1.0
5471,19916.99,1.0
5472,19919.18,1.0
5473,19921.64,1.0
5474,19923.77,1.0
5475,19925.4,1.0
5476,19930.42,1.0
5477,19933.8,1.0
5478,19937.03,1.0
5479,19940.83,1.0
5480,19943.54,1.0
5481,19946.94,1.0
5482,19952.78,1.0
5483,19956.14,1.0
5484,19959.13,1.0
5485,19963.75,1.0
5486,19970.38,1.0
5487,19974.92,1.0
5488,19978.86,1.0
5489,19982.09,1.0
5490,19985.21,1.0
5491,19990.6,1.0
5492,19995.96,1.0
5493,19999.0,1.0
5494,20002.64,1.0
5495,20006.65,1.0
5496,20011.61,1.0
5497,20013.6,1.0
5498,20016.35,1.0
5499,20019.51,1.0
5500,20023.89,1.0
5501,20026.68,1.0
5502,20030.67,1.0
5503,20033.78,1.0
5504,20039.03,1.0
5505,20043.37,1.0
5506,20045.74,1.0
5507,20049.68,1.0
5508,20054.07,1.0
5509,20058.9,1.0
5510,20062.56,1.0
5511,20065.42,1.0
5512,20069.76,1.0
5513,20074.73,1.0
5514,20080.52,1.0
5515,20083.79,1.0
5516,20087.15,1.0
5517,20091.32,1.0
5518,20095.53,1.0
5519,20099.25,1.0
5520,20104.44,1.0
5521,20106.81,1.0
5522,20109.88,1.0
5523,20113.89,1.0
5524,20119.61,1.0
5525,20122.52,1.0
5526,20126.55,1.0
