id,position,grade
8472,30974.08,1.3156786278117507
8473,30978.04,1.3043212769700503
8474,30979.9,1.2989867636959156
8475,30984.1,1.2869410885607844
8476,30986.28,1.2806888095620683
8477,30990.55,1.2684423731746752
8478,30993.38,1.2603258825478978
8479,30998.26,1.246329955248029
8480,31000.65,1.239475392492548
8481,31003.81,1.2304124559623004
8482,31006.35,1.2231276905234383
8483,31009.1,1.2152406413278112
8484,31012.61,1.2051738985362959
8485,31013.39,1.2029368445826305
8486,31016.86,1.1929848225066906
8487,31020.48,1.1826025977473589
8488,31023.17,1.1748876296250947
8489,31025.77,1.1674307831128594
8490,31028.47,1.1596871348116962
8491,31032.39,1.148444504685571
8492,31036.11,1.1377754781373013
8493,31038.92,1.1297163478683216
8494,31042.53,1.1193628032878786
8495,31046.74,1.107288447973838
8496,31049.23,1.1001470834294398
8497,31051.7,1.0930630792428189
8498,31055.52,1.0821072509056213
8499,31058.77,1.0727861927653348
8500,31061.03,1.0663044723354786
8501,31063.46,1.059335188864433
8502,31068.58,1.0446509372711124
8503,31070.23,1.0399187077537424
8504,31074.79,1.0268405461784444
8505,31078.8,1.01533979444228
8506,31081.34,1.0080550290034074
8507,31084.07,1.000225340165568
8508,31087.66,1.0
8509,31089.8,1.0
8510,31092.68,1.0
8511,31095.81,1.0
8512,31097.45,1.0
8513,31100.01,1.0
8514,31103.52,1.0
8515,31105.76,1.0
8516,31109.45,1.0
8517,31112.01,1.0
8518,31117.6,1.0
8519,31119.17,1.0
8520,31121.85,1.0
8521,31124.33,1.0
8522,31128.52,1.0
8523,31130.27,1.0
8524,31132.8,1.0
8525,31135.86,1.0
8526,31139.57,1.0
8527,31141.37,1.0
8528,31143.85,1.0
8529,31147.38,1.0
8530,31150.45,1.0
8531,31154.42,1.0
8532,31156.56,1.0
8533,31159.97,1.0
8534,31163.36,1.0
8535,31164.23,1.0
8536,31167.67,1.0
8537,31170.56,1.0
8538,31172.06,1.0
8539,31173.04,1.0
8540,31177.56,1.0
8541,31178.06,1.0
8542,31178.88,1.0
8543,31178.44,1.0
8544,31180.76,1.0
8545,31186.02,1.0
8546,31189.2,1.0
8547,31191.89,1.0
8548,31195.45,1.0
8549,31198.67,1.0
8550,31202.71,1.0
8551,31205.03,1.0
8552,31208.22,1.0
8553,31212.79,1.0
8554,31216.16,1.0
8555,31219.22,1.0
8556,31223.45,1.0
8557,31227.5,1.0
8558,31232.7,1.0
8559,31235.32,1.0
8560,31238.8,1.0
8561,31242.07,1.0
8562,31245.86,1.0
8563,31249.32,1.0
8564,31251.24,1.0
8565,31253.97,1.0
8566,31258.22,1.0
8567,31262.3,1.0
8568,31264.46,1.0
8569,31267.87,1.0
8570,31271.08,1.0
8571,31276.01,1.0
8572,31280.5,1.0
8573,31284.29,1.0
8574,31287.3,1.0
8575,31291.01,1.0
8576,31296.09,1.0
8577,31297.55,1.0
8578,31300.57,1.0
8579,31305.05,1.0
8580,31309.17,1.0
8581,31312.45,1.0
8582,31315.68,1.0
8583,31320.8,1.0
8584,31324.33,1.0
8585,31327.91,1.0
8586,31330.18,1.0
8587,31332.64,1.0
8588,31334.83,1.0
8589,31339.28,1.0
8590,31343.66,1.0
8591,31344.79,1.0
8592,31346.85,1.0
8593,31350.9,1.0
8594,31356.73,1.0
8595,31359.13,1.0
8596,31360.89,1.0
8597,31364.92,1.0
8598,31368.21,1.0
8599,31373.73,1.0
8600,31375.65,1.0
8601,31378.42,1.0
8602,31381.65,1.0
8603,31387.89,1.0
8604,31390.29,1.0
8605,31392.17,1.0
8606,31394.09,1.0
8607,31399.23,1.0
8608,31403.36,1.0
8609,31405.98,1.0
8610,31408.46,1.0
8611,31413.48,1.0
8612,31418.58,1.0
8613,31421.02,1.0
8614,31422.58,1.0
8615,31426.5,1.0
8616,31431.35,1.0
8617,31435.19,1.0
8618,31438.04,1.0
8619,31438.23,1.0
8620,31442.57,1.0
8621,31450.21,1.0
8622,31452.41,1.0
8623,31454.77,1.0
8624,31458.73,1.0
8625,31463.71,1.0
8626,31466.33,1.0
8627,31467.65,1.0
8628,31470.63,1.0
8629,31473.17,1.0
8630,31477.25,1.0
8631,31479.36,1.0
8632,31479.83,1.0
8633,31481.55,1.0
8634,31485.64,1.0
8635,31488.11,1.0
8636,31490.2,1.0
8637,31492.34,1.0
8638,31493.85,1.0
8639,31499.42,1.0
8640,31500.21,1.0
8641,31503.78,1.0
8642,31505.96,1.0
8643,31509.86,1.0
8644,31512.52,1.0
8645,31514.31,1.0
8646,31517.77,1.0
8647,31519.23,1.0
8648,31523.76,1.0
8649,31525.93,1.0
8650,31529.66,1.0
8651,31532.4,1.0
8652,31537.04,1.0
8653,31540.12,1.0
8654,31543.69,1.0
8655,31546.97,1.0
8656,31549.26,1.0
8657,31553.93,1.0
8658,31555.5,1.0
8659,31557.88,1.0
8660,31560.12,1.0
8661,31564.05,1.0
8662,31567.56,1.0
8663,31569.23,1.0
8664,31572.42,1.0
8665,31575.6,1.0
8666,31579.23,1.0
8667,31582.53,1.0
8668,31585.14,1.0
8669,31586.6,1.0
8670,31589.09,1.0
8671,31592.34,1.0
8672,31592.72,1.0
8673,31595.88,1.0
8674,31598.43,1.0
8675,31601.7,1.0
8676,31605.33,1.0
8677,31608.5,1.0
8678,31611.11,1.0
8679,31616.91,1.0
8680,31619.6,1.0
8681,31620.57,1.0
8682,31623.41,1.0
8683,31628.46,1.0
8684,31631.06,1.0
8685,31633.61,1.0
8686,31635.82,1.0
8687,31640.6,1.0
8688,31643.65,1.0
8689,31648.14,1.0
8690,31650.03,1.0
8691,31653.42,1.0
8692,31658.83,1.0
8693,31663.19,1.0
8694,31665.87,1.0
8695,31667.72,1.0
8696,31671.59,1.0
8697,31675.78,1.0
8698,31679.06,1.0
8699,31679.03,1.0
8700,31683.6,1.0
8701,31687.61,1.0
8702,31692.04,1.0
8703,31692.81,1.0
8704,31696.63,1.0
8705,31700.05,1.0
8706,31704.05,1.0
8707,31705.07,1.0
8708,31706.75,1.0
8709,31710.19,1.0
8710,31713.52,1.0
8711,31716.97,1.0
8712,31718.37,1.0
8713,31721.85,1.0
8714,31725.62,1.0
8715,31728.67,1.0
8716,31731.73,1.0
8717,31733.87,1.0
8718,31737.08,1.0
8719,31740.26,1.0
8720,31743.93,1.0
8721,31746.43,1.0
8722,31747.87,1.0
8723,31749.19,1.0
8724,31752.05,1.0
8725,31753.26,1.0
8726,31756.17,1.0
8727,31760.31,1.0
8728,31763.63,1.0
8729,31765.39,1.0
8730,31767.93,1.0
8731,31770.41,1.0
8732,31774.62,1.0
8733,31778.8,1.0
8734,31782.07,1.0
8735,31784.43,1.0
8736,31785.99,1.0
8737,31788.2,1.0
8738,31791.52,1.0
8739,31793.96,1.0
8740,31797.17,1.0
8741,31800.78,1.0
8742,31805.64,1.0
8743,31808.16,1.0
8744,31809.68,1.0
8745,31813.73,1.0
8746,31817.92,1.0
8747,31820.81,1.0
8748,31823.02,1.0
8749,31825.22,1.0
8750,31828.4,1.0
8751,31833.55,1.0
8752,31835.38,1.0
8753,31836.19,1.0
8754,31838.8,1.0
8755,31841.56,1.0
8756,31843.88,1.0
8757,31845.88,1.0
8758,31848.7,1.0
8759,31852.64,1.0
8760,31855.72,1.0
8761,31857.5,1.0
8762,31860.7,1.0
8763,31862.05,1.0
8764,31864.76,1.0
8765,31866.98,1.0
8766,31869.16,1.0
8767,31871.38,1.0
8768,31875.43,1.0
8769,31878.74,1.0
8770,31881.32,1.0
8771,31883.72,1.0
8772,31888.49,1.0
8773,31891.18,1.0
8774,31894.49,1.0
8775,31897.17,1.0
8776,31900.19,1.0
8777,31903.85,1.0
8778,31907.62,1.0
8779,31910.69,1.0
8780,31913.28,1.0
8781,31915.73,1.0
8782,31919.39,1.0
8783,31923.33,1.0
8784,31925.95,1.0
8785,31928.99,1.0
8786,31932.16,1.0
8787,31935.22,1.0
8788,31936.4,1.0
8789,31938.94,1.0
8790,31941.97,1.0
8791,31943.83,1.0
8792,31946.77,1.0
8793,31949.56,1.0
8794,31952.68,1.0
8795,31956.22,1.0
8796,31959.14,1.0
8797,31962.23,1.0
8798,31963.91,1.0
8799,31967.0,1.0
8800,31968.66,1.0
8801,31973.96,1.0
8802,31976.53,1.0
8803,31978.12,1.0
8804,31980.65,1.0
8805,31983.08,1.0
8806,31986.19,1.0
8807,31989.24,1.0
8808,31992.87,1.0
8809,31996.08,1.0
8810,31999.86,1.0
8811,32002.26,1.0
8812,32005.68,1.0
8813,32007.8,1.0
8814,32010.54,1.0
8815,32011.28,1.0
8816,32011.27,1.0
8817,32012.12,1.0
8818,32013.15,1.0
8819,32015.31,1.0
8820,32018.63,1.0
8821,32022.26,1.0
8822,32025.14,1.0
8823,32028.08,1.0
8824,32031.0,1.0
8825,32034.42,1.0
8826,32038.15,1.0
8827,32040.85,1.0
8828,32044.54,1.0
8829,32047.72,1.0
8830,32050.1,1.0
8831,32053.66,1.0
8832,32055.67,1.0
8833,32059.34,1.0
8834,32061.44,1.0
8835,32065.97,1.0
8836,32069.81,1.0
8837,32073.35,1.0
8838,32076.61,1.0
8839,32081.39,1.0
8840,32083.66,1.0
8841,32085.9,1.0
8842,32089.33,1.0
8843,32092.76,1.0
8844,32095.89,1.0
8845,32098.17,1.0
8846,32101.97,1.0
8847,32104.76,1.0
8848,32108.13,1.0
8849,32111.86,1.0
8850,32115.64,1.0
8851,32119.55,1.0
8852,32123.76,1.0
8853,32126.33,1.0
8854,32129.41,1.0
8855,32133.33,1.0
8856,32137.21,1.0
8857,32140.07,1.0
8858,32143.86,1.0
8859,32145.91,1.0
8860,32149.17,1.0
8861,32152.67,1.0
8862,32156.55,1.0
8863,32158.81,1.0
8864,32163.06,1.0
8865,32166.33,1.0
8866,32169.3,1.0
8867,32172.25,1.0
8868,32175.65,1.0
8869,32178.76,1.0
8870,32182.49,1.0
8871,32187.34,1.0
8872,32189.56,1.0
8873,32193.8,1.0
8874,32198.16,1.0
8875,32202.39,1.0
8876,32207.66,1.0
8877,32212.57,1.0
8878,32218.09,1.0
8879,32223.34,1.0
8880,32229.97,1.0
8881,32234.38,1.0
8882,32240.2,1.0
8883,32246.08,1.0
8884,32251.5,1.0
8885,32257.21,1.0
8886,32263.49,1.0
8887,32270.07,1.0
8888,32276.8,1.0
8889,32283.69,1.0
8890,32291.19,1.0
8891,32297.67,1.0
8892,32305.83,1.0
8893,32313.66,1.0
8894,32320.78,1.0
8895,32328.1,1.0
8896,32334.92,1.0
8897,32343.3,1.0
8898,32350.05,1.0
8899,32358.48,1.0
8900,32368.69,1.0
8901,32377.92,1.0
8902,32385.94,1.0
8903,32396.03,1.0
8904,32403.97,1.0
8905,32414.42,1.0
8906,32425.56,1.0
8907,32434.56,1.0
8908,32445.41,1.0
8909,32457.64,1.0
8910,32468.3,1.0
8911,32478.84,1.0
8912,32490.86,1.10301483513613
8913,32502.46,1.2024301502425292
8914,32514.68,1.3071590425356723
8915,32526.33,1.4070028719313483
8916,32537.48,1.5025615584344751
8917,32548.21,1.5945207249079019
8918,32558.14,1.6796236627533063
8919,32568.71,1.770211583501129
8920,32577.7,1.8472584527086116
8921,32586.72,1.9245624304896354
8922,32594.81,1.9938960424905736
8923,32603.03,2.0643437916435436
8924,32607.05,2.09879634049939
8925,32611.57,2.1375340322477543
8926,32616.93,2.1834707640555493
8927,32621.88,2.225893678691481
8928,32625.31,2.2552897589341554
8929,32628.98,2.2867427077652205
8930,32630.58,2.300455165021296
8931,32634.92,2.3376502053283197
8932,32640.44,2.3849581828617197
8933,32643.34,2.409812011638335
8934,32646.49,2.4368084118612092
8935,32649.24,2.460376697770057
8936,32655.43,2.513426766779415
8937,32661.34,2.5640771557689734
8938,32664.37,2.590045121697621
8939,32668.21,2.6229550191121582
8940,32673.67,2.6697487794984447
8941,32679.46,2.7193707341938076
8942,32685.9,2.774563374649456
8943,32693.18,2.8369550551645037
8944,32699.82,2.8938617527771346
8945,32710.37,2.9842782678092528
8946,32719.22,3.0601252970068353
8947,32726.37,3.12140284036982
8948,32728.18,3.1369150576407456
8949,32732.06,3.170167766486692
8950,32739.67,3.2353876413107856
8951,32743.28,3.2663263729947687
8952,32748.17,3.3082350704835872
8953,32753.64,3.355114533727741
8954,32758.99,3.4009655626776993
8955,32762.49,3.4309615629253236
8956,32768.73,3.484440146223959
8957,32773.0,3.5210352665260327
8958,32779.03,3.5727140898097867
8959,32784.82,3.6223360445051496
8960,32788.63,3.6549888333461147
8961,32793.73,3.6986972908498457
8962,32799.58,3.7488334626922906
8963,32806.46,3.807797028893312
8964,32811.39,3.8500485378135396
8965,32815.45,3.8848438981007636
8966,32821.27,3.9347229613696677
8967,32827.81,3.990772630403807
8968,32833.78,3.9580627622614744
8969,32838.17,3.920439206590358
8970,32844.32,3.8677319475066567
8971,32849.61,3.822395134408647
8972,32854.15,3.783486035833038
8973,32859.41,3.738406331315914
8974,32864.47,3.6950406840048013
8975,32869.26,3.6539890139217257
8976,32874.46,3.6094235265664363
8977,32880.15,3.5606585990564668
8978,32884.58,3.5226922319441485
8979,32890.0,3.476241281662278
8980,32896.09,3.424048239740411
8981,32902.0,3.3733978493038603
8982,32907.06,3.3300322019927475
8983,32912.04,3.2873521775639767
8984,32916.2,3.2516997876797578
8985,32921.22,3.208676951809785
8986,32925.7,3.1702820703960106
8987,32927.71,3.153055795475958
8988,32932.53,3.111747016811996
8989,32935.54,3.0859504558620756
8990,32938.76,3.0583541348458905
8991,32942.47,3.026558373675087
8992,32944.63,3.0080465558506044
8993,32948.39,2.975822280378283
8994,32951.15,2.952168290935829
8995,32956.18,2.9090597522056028
8996,32959.34,2.881977648351252
8997,32962.18,2.8576380360263935
8998,32965.41,2.829956012149892
8999,32968.98,2.7993600910232654
9000,32972.7,2.767478626992208
9001,32975.84,2.740567928858427
9002,32978.05,2.7216275967323638
9003,32982.72,2.681604360972895
9004,32985.41,2.6585502915525296
9005,32988.0,2.636353250735201
9006,32990.18,2.617670027190086
9007,32994.13,2.5838173973721315
9008,32998.39,2.5473079788848763
9009,33001.57,2.5200544693098927
9010,33003.06,2.507284743125407
9011,33006.31,2.4794313135283352
9012,33009.75,2.449949529585569
9013,33014.37,2.410354808127556
9014,33014.79,2.406755287995026
9015,33017.36,2.3847296528982675
9016,33019.72,2.3645037778677738
9017,33023.75,2.329965525167415
9018,33026.18,2.309139730114833
9019,33027.46,2.298169763996612
9020,33029.57,2.2800864604735853
9021,33033.26,2.2484621050233518
9022,33035.69,2.2276363099707694
9023,33036.04,2.224636709860328
9024,33038.51,2.2034681033665438
9025,33042.02,2.1733863994017515
9026,33045.79,2.1410764210691138
9027,33047.6,2.1255642033550726
9028,33049.89,2.105938248346667
9029,33052.81,2.080913013139467
9030,33055.48,2.058030349439672
9031,33058.62,2.031119651305891
9032,33059.68,2.0220351481142504
9033,33062.69,1.99623858716433
9034,33066.01,1.9677852375451703
9035,33070.42,1.9299902761534842
9036,33072.52,1.9119926754907737
9037,33075.17,1.8892814175116106
9038,33078.08,1.8643418851646645
9039,33081.95,1.8311748782291146
9040,33084.66,1.8079494030881171
9041,33086.53,1.7919229682123037
9042,33089.11,1.769811630255229
9043,33092.99,1.736558920459363
9044,33095.51,1.7149617996640605
9045,33097.58,1.697221307582236
9046,33100.02,1.6763098096694
9047,33102.44,1.6555697174770718
9048,33105.47,1.6296017508065812
9049,33108.98,1.5995200468417266
9050,33111.1,1.581351040458446
9051,33115.13,1.5468127877580875
9052,33117.66,1.5251299641024687
9053,33119.5,1.5093606378075413
9054,33121.32,1.4937627172331838
9055,33124.33,1.4679661562832633
9056,33126.1,1.4527967500104242
9057,33128.25,1.434370635046195
9058,33131.54,1.4061743940079214
9059,33132.18,1.4006894109488108
9060,33136.32,1.3652084267851619
9061,33138.0,1.3508103462549808
9062,33141.62,1.3197859108268357
9063,33143.94,1.2999028472375442
9064,33145.94,1.2827622751778078
9065,33152.58,1.2258555759394885
9066,33154.72,1.2075151638355757
9067,33156.95,1.1884034259890046
9068,33160.07,1.1616641335757936
9069,33162.08,1.144437858655741
9070,33165.62,1.1140990461100004
9071,33168.11,1.0927590338956463
9072,33169.57,1.0802464162920464
9073,33172.24,1.0573637525923134
9074,33175.57,1.0288247001128374
9075,33177.71,1.0104842880089246
9076,33180.58,1.0
9077,33182.51,1.0
9078,33185.07,1.0
9079,33188.37,1.0
9080,33191.41,1.0
9081,33194.51,1.0
9082,33197.46,1.0
9083,33200.55,1.0
9084,33203.25,1.0
9085,33204.72,1.0
9086,33207.15,1.0
9087,33210.76,1.0
9088,33214.75,1.0
9089,33217.96,1.0
9090,33219.97,1.0
9091,33224.14,1.0
9092,33226.9,1.0
9093,33229.03,1.0
9094,33230.62,1.0
9095,33234.1,1.0
9096,33237.26,1.0
9097,33240.83,1.0
9098,33242.14,1.0
9099,33244.56,1.0
9100,33247.68,1.0
9101,33250.39,1.0
9102,33253.3,1.0
9103,33255.21,1.0
9104,33259.22,1.0
9105,33262.12,1.0
9106,33264.99,1.0
9107,33267.85,1.0
9108,33269.4,1.0
9109,33271.82,1.0
9110,33274.77,1.0
9111,33276.74,1.0
9112,33279.34,1.0
9113,33282.05,1.0
9114,33284.24,1.0
9115,33287.02,1.0
9116,33289.36,1.0
9117,33292.28,1.0
9118,33294.42,1.0
9119,33297.07,1.0
9120,33299.64,1.0
9121,33302.06,1.0
9122,33304.45,1.0
9123,33306.51,1.0
9124,33308.34,1.0
9125,33311.12,1.0
9126,33313.32,1.0
9127,33315.57,1.0
9128,33318.63,1.0
9129,33321.49,1.0
9130,33323.49,1.0
9131,33327.61,1.0
9132,33330.73,1.0
9133,33333.85,1.0
9134,33335.85,1.0
9135,33338.37,1.0
9136,33340.77,1.0
9137,33343.0,1.0
9138,33344.94,1.0
9139,33347.04,1.0
9140,33348.99,1.0
9141,33351.29,1.0
9142,33354.58,1.0
9143,33356.14,1.0
9144,33359.16,1.0
9145,33362.03,1.0
9146,33364.57,1.0
9147,33366.51,1.0
9148,33368.91,1.0
9149,33371.53,1.0
9150,33374.24,1.0
9151,33376.62,1.0
9152,33379.22,1.0
9153,33381.39,1.0
9154,33384.53,1.0
9155,33388.12,1.0
9156,33390.53,1.0
9157,33393.25,1.0
9158,33396.96,1.0
9159,33400.37,1.0
9160,33402.65,1.0
9161,33405.62,1.0
9162,33408.83,1.0
9163,33412.53,1.0
9164,33413.98,1.0
9165,33415.6,1.0
9166,33418.38,1.0
9167,33422.83,1.0
9168,33424.84,1.0
9169,33427.67,1.0
9170,33430.0,1.0
9171,33432.79,1.0
9172,33434.8,1.0
9173,33438.47,1.0
9174,33441.37,1.0
9175,33443.89,1.0
9176,33446.48,1.0
9177,33448.85,1.0
9178,33451.14,1.0
9179,33452.65,1.0
9180,33456.42,1.0
9181,33458.37,1.0
9182,33460.88,1.0
9183,33464.56,1.0
9184,33467.77,1.0
9185,33471.59,1.0
9186,33473.67,1.0
9187,33477.08,1.0
9188,33479.34,1.0
9189,33483.22,1.0
9190,33484.91,1.0
9191,33488.07,1.0
9192,33490.49,1.0
9193,33492.5,1.0
9194,33496.34,1.0
9195,33499.2,1.0
9196,33501.65,1.0
9197,33503.97,1.0
9198,33508.16,1.0
9199,33511.9,1.0
9200,33512.96,1.0
9201,33516.53,1.0
9202,33519.54,1.0
9203,33522.3,1.0
9204,33525.24,1.0
9205,33527.25,1.0
9206,33529.65,1.0
9207,33532.11,1.0
9208,33535.59,1.0
9209,33537.6,1.0
9210,33538.78,1.0
9211,33542.38,1.0
9212,33545.81,1.0
9213,33547.43,1.0
9214,33550.39,1.0
9215,33552.0,1.0
9216,33556.1,1.0
9217,33558.09,1.0
9218,33558.85,1.0
9219,33560.1,1.0
9220,33562.85,1.0
9221,33568.03,1.0
9222,33569.54,1.0
9223,33572.48,1.0
9224,33575.91,1.0
9225,33579.69,1.0
9226,33582.39,1.0
9227,33583.63,1.0
9228,33585.74,1.0
9229,33588.23,1.0
9230,33592.83,1.0
9231,33595.06,1.0
9232,33597.17,1.0
9233,33600.42,1.0
9234,33604.32,1.0
9235,33606.87,1.0
9236,33609.02,1.0
9237,33612.4,1.0
9238,33616.29,1.0
9239,33619.98,1.0
9240,33621.55,1.0
9241,33623.39,1.0
9242,33626.92,1.0
9243,33630.08,1.0
9244,33632.86,1.0
9245,33633.71,1.0
9246,33637.25,1.0
9247,33639.38,1.0
9248,33642.7,1.0
9249,33645.92,1.0
9250,33646.94,1.0
9251,33650.82,1.0
9252,33654.05,1.0
9253,33657.51,1.0
9254,33659.27,1.0
9255,33662.49,1.0
9256,33665.12,1.0
9257,33668.61,1.0
9258,33670.62,1.0
9259,33672.8,1.0
9260,33676.32,1.0
9261,33679.84,1.0
9262,33682.74,1.0
9263,33684.95,1.0
9264,33688.02,1.0
9265,33692.12,1.0
9266,33695.79,1.0
9267,33698.32,1.0
9268,33700.61,1.0
9269,33704.2,1.0
9270,33707.8,1.0
9271,33709.88,1.0
9272,33711.49,1.0
9273,33714.83,1.0
9274,33717.98,1.0
9275,33722.31,1.0
9276,33723.27,1.0
9277,33727.03,1.0
9278,33730.39,1.0
9279,33734.73,1.0
9280,33737.24,1.0
9281,33739.31,1.0
9282,33741.94,1.0
9283,33745.17,1.0
9284,33748.51,1.0
9285,33749.24,1.0
9286,33752.66,1.0
9287,33755.63,1.0
9288,33758.47,1.0
9289,33761.39,1.0
9290,33763.34,1.0
9291,33767.08,1.0
9292,33770.86,1.0
9293,33773.74,1.0
9294,33776.21,1.0
9295,33778.51,1.0
9296,33781.25,1.0
9297,33783.89,1.0
9298,33785.14,1.0
9299,33786.79,1.0
9300,33790.91,1.0
9301,33793.77,1.0
9302,33797.22,1.0
9303,33799.25,1.0
9304,33802.78,1.0
9305,33806.02,1.0
9306,33808.38,1.0
9307,33812.16,1.0
9308,33814.85,1.0
9309,33817.82,1.0
9310,33820.42,1.0
9311,33821.56,1.0
9312,33822.71,1.0
9313,33824.69,1.0
9314,33828.66,1.0
9315,33830.71,1.0
9316,33834.3,1.0
9317,33835.76,1.0
9318,33839.71,1.0
9319,33842.44,1.0
9320,33845.5,1.0
9321,33847.52,1.0
9322,33849.25,1.0
9323,33852.43,1.0
9324,33854.4,1.0
9325,33857.78,1.0
9326,33859.75,1.0
9327,33862.19,1.0
9328,33865.73,1.0
9329,33869.76,1.0
9330,33869.77,1.0
9331,33872.01,1.0
9332,33873.57,1.0
9333,33876.04,1.0
9334,33878.31,1.0
9335,33881.33,1.0
9336,33883.62,1.0
9337,33885.59,1.0
9338,33888.51,1.0
9339,33891.6,1.0
9340,33893.77,1.0
9341,33895.49,1.0
9342,33898.94,1.0
9343,33901.74,1.0
9344,33904.03,1.0
9345,33907.49,1.0
9346,33910.19,1.0
9347,33913.53,1.0
9348,33915.14,1.0
9349,33918.57,1.0
9350,33921.34,1.0
9351,33922.94,1.0
9352,33924.8,1.0
9353,33927.34,1.0
9354,33930.14,1.0
9355,33933.42,1.0
9356,33935.65,1.0
9357,33939.16,1.0
9358,33941.89,1.0
9359,33946.2,1.0
9360,33948.76,1.0
9361,33951.24,1.0
9362,33953.56,1.0
9363,33956.55,1.0
9364,33959.21,1.0
9365,33961.91,1.0
9366,33964.69,1.0
9367,33966.77,1.0
9368,33969.87,1.0
9369,33973.85,1.0
9370,33976.66,1.0
9371,33979.23,1.0
9372,33983.53,1.0
9373,33986.11,1.0
9374,33989.13,1.0
9375,33991.79,1.0
9376,33994.47,1.0
9377,33996.6,1.0
9378,33999.46,1.0
9379,34002.4,1.0
9380,34004.43,1.0
9381,34006.96,1.0
9382,34010.51,1.0
9383,34013.22,1.0
9384,34016.25,1.0
9385,34018.77,1.0
9386,34021.65,1.0
9387,34024.12,1.0
9388,34025.99,1.0
9389,34027.95,1.0
9390,34030.64,1.0
9391,34034.03,1.0
9392,34035.95,1.0
9393,34037.52,1.0
9394,34040.21,1.0
9395,34043.41,1.0
9396,34046.05,1.0
9397,34049.77,1.0
9398,34051.77,1.0
9399,34054.75,1.0
9400,34056.92,1.0
9401,34060.02,1.0
9402,34061.73,1.0
9403,34064.29,1.0
9404,34066.67,1.0
9405,34068.67,1.0
9406,34071.97,1.0
9407,34073.79,1.0
9408,34075.65,1.0
9409,34078.03,1.0
9410,34081.6,1.0
9411,34084.42,1.0
9412,34088.01,1.0
9413,34089.95,1.0
9414,34093.39,1.0
9415,34096.4,1.0
9416,34098.04,1.0
9417,34100.63,1.0
9418,34102.96,1.0
9419,34104.24,1.0
9420,34107.02,1.0
9421,34109.02,1.0
9422,34111.98,1.0
9423,34114.45,1.0
9424,34117.3,1.0
9425,34120.17,1.0
9426,34123.36,1.0
9427,34125.54,1.0
9428,34127.77,1.0
9429,34130.56,1.0
9430,34133.83,1.0
9431,34135.44,1.0
9432,34137.87,1.0
9433,34141.86,1.0
9434,34144.47,1.0
9435,34146.21,1.0
9436,34149.34,1.0
9437,34152.47,1.0
9438,34155.05,1.0
9439,34159.16,1.0
9440,34160.82,1.0
9441,34164.29,1.0
9442,34167.38,1.0
9443,34168.69,1.0
9444,34169.01,1.0
9445,34170.32,1.0
9446,34172.36,1.0
9447,34175.3,1.0
9448,34177.41,1.0
9449,34180.29,1.0
9450,34182.58,1.0
9451,34185.56,1.0
9452,34189.85,1.0
9453,34192.03,1.0
9454,34194.66,1.0
9455,34197.18,1.0
9456,34200.44,1.0
9457,34203.03,1.0
9458,34205.27,1.0
9459,34206.77,1.0
9460,34210.33,1.0
9461,34213.17,1.0
9462,34216.99,1.0
9463,34218.03,1.0
9464,34222.21,1.0
9465,34226.52,1.0
9466,34228.74,1.0
9467,34231.26,1.0124935912117248
9468,34233.02,1.0225493931994698
9469,34236.19,1.0406612638252095
9470,34238.37,1.053116745832796
9471,34241.52,1.071114345981337
9472,34243.5,1.082427123217602
9473,34246.17,1.0976822319149548
9474,34250.2,1.12070773305741
9475,34252.58,1.1343059198363594
9476,34256.08,1.1543032533347752
9477,34259.51,1.1739006401632246
9478,34261.42,1.1848134707294813
9479,34263.89,1.198925874655513
9480,34268.14,1.2232083510464464
9481,34269.71,1.2321785835014485
9482,34272.44,1.247776503630231
9483,34274.84,1.2614889608862545
9484,34277.17,1.2748014714723528
9485,34279.91,1.2904565268397141
9486,34282.99,1.3080541803182884
9487,34286.55,1.328394325248134
9488,34289.62,1.3459348434881715
9489,34291.88,1.3588474074042614
9490,34294.07,1.3713600246504265
9491,34297.61,1.391585899103115
9492,34301.28,1.4125545316571582
9493,34303.19,1.4234673622234566
9494,34306.37,1.441636368087733
9495,34308.42,1.4533490919939231
9496,34312.35,1.4758032407507176
9497,34315.71,1.4950006809092002
9498,34319.04,1.5140267153519886
9499,34320.33,1.5213971611271242
9500,34324.31,1.544136986076728
9501,34328.19,1.5663054586407128
9502,34330.75,1.5809320797138267
9503,34333.23,1.5951016188784368
9504,34337.2,1.617784308589462
9505,34340.64,1.63743883065649
9506,34343.74,1.6551507546122213
9507,34345.99,1.6680061832897743
9508,34350.62,1.6944597987462768
9509,34354.64,1.7174281646501535
9510,34357.99,1.7365684695700574
9511,34360.07,1.7484525991919833
9512,34362.53,1.7625078678794361
9513,34366.91,1.7875331023717662
9514,34369.26,1.80095988343498
9515,34373.0,1.8223284626589897
9516,34375.05,1.8340411865652215
9517,34378.19,1.8519816514752256
9518,34380.56,1.8655227030155548
9519,34383.77,1.8838631145955256
9520,34385.25,1.8923191299034454
9521,34388.88,1.913059221503216
9522,34391.25,1.926600273043587
9523,34394.26,1.9437979798522362
9524,34396.12,1.9544251342256835
9525,34399.08,1.9713371648414817
9526,34401.32,1.9841354582804562
9527,34404.43,2.0019045174747663
9528,34407.56,2.019787847146192
9529,34410.58,2.0370426891934197
9530,34414.41,2.0589254855645533
9531,34418.27,2.0809796876513396
9532,34422.37,2.1044051354638027
